REF_AREA,TIME_PERIOD,MEASURE,SEX,AGE,UNIT,OBS_VALUE,AGE
AUS,2007,PRDMPCDD,F,30-39Y,DEN,1761,Y30T39
AUS,2007,PRDMPCDD,F,40-49Y,DEN,7224,Y40T49
AUS,2007,PRDMPCDD,F,50-59Y,DEN,21454,Y50T59
AUS,2007,PRDMPCDD,F,60-69Y,DEN,39331,Y60T69
AUS,2007,PRDMPCDD,F,70-79Y,DEN,39624,Y70T79
AUS,2007,PRDMPCDD,F,80Y_OVER,DEN,20948,Y_GE80
AUS,2008,PRDMPCDD,M,0-9Y,DEN,20,Y0T9
AUS,2008,PRDMPCDD,M,10-19Y,DEN,95,Y10T19
AUS,2008,PRDMPCDD,M,20-29Y,DEN,293,Y20T29
AUS,2008,PRDMPCDD,M,30-39Y,DEN,1782,Y30T39
AUS,2008,PRDMPCDD,M,40-49Y,DEN,8313,Y40T49
AUS,2008,PRDMPCDD,M,50-59Y,DEN,25577,Y50T59
AUS,2008,PRDMPCDD,M,60-69Y,DEN,54063,Y60T69
AUS,2008,PRDMPCDD,M,70-79Y,DEN,48901,Y70T79
AUS,2008,PRDMPCDD,M,80Y_OVER,DEN,18185,Y_GE80
AUS,2008,PRDMPCDD,F,0-9Y,DEN,8,Y0T9
AUS,2008,PRDMPCDD,F,10-19Y,DEN,86,Y10T19
AUS,2008,PRDMPCDD,F,20-29Y,DEN,364,Y20T29
AUS,2008,PRDMPCDD,F,30-39Y,DEN,1794,Y30T39
AUS,2008,PRDMPCDD,F,40-49Y,DEN,7191,Y40T49
AUS,2008,PRDMPCDD,F,50-59Y,DEN,21366,Y50T59
AUS,2008,PRDMPCDD,F,60-69Y,DEN,41203,Y60T69
AUS,2008,PRDMPCDD,F,70-79Y,DEN,41232,Y70T79
AUS,2008,PRDMPCDD,F,80Y_OVER,DEN,22357,Y_GE80
AUS,2009,PRDMPCDD,M,0-9Y,DEN,20,Y0T9
AUS,2009,PRDMPCDD,M,10-19Y,DEN,86,Y10T19
AUS,2009,PRDMPCDD,M,20-29Y,DEN,301,Y20T29
AUS,2009,PRDMPCDD,M,30-39Y,DEN,1856,Y30T39
AUS,2009,PRDMPCDD,M,40-49Y,DEN,8545,Y40T49
AUS,2009,PRDMPCDD,M,50-59Y,DEN,25255,Y50T59
AUS,2009,PRDMPCDD,M,60-69Y,DEN,56225,Y60T69
AUS,2009,PRDMPCDD,M,70-79Y,DEN,50975,Y70T79
AUS,2009,PRDMPCDD,M,80Y_OVER,DEN,19451,Y_GE80
AUS,2009,PRDMPCDD,F,0-9Y,DEN,14,Y0T9
AUS,2009,PRDMPCDD,F,10-19Y,DEN,94,Y10T19
AUS,2009,PRDMPCDD,F,20-29Y,DEN,390,Y20T29
AUS,2009,PRDMPCDD,F,30-39Y,DEN,1881,Y30T39
AUS,2009,PRDMPCDD,F,40-49Y,DEN,7284,Y40T49
AUS,2009,PRDMPCDD,F,50-59Y,DEN,21247,Y50T59
AUS,2009,PRDMPCDD,F,60-69Y,DEN,42666,Y60T69
AUS,2009,PRDMPCDD,F,70-79Y,DEN,42236,Y70T79
AUS,2009,PRDMPCDD,F,80Y_OVER,DEN,23352,Y_GE80
AUS,2010,PRDMPCDD,M,0-9Y,DEN,18,Y0T9
AUS,2010,PRDMPCDD,M,10-19Y,DEN,86,Y10T19
AUS,2010,PRDMPCDD,M,20-29Y,DEN,342,Y20T29
AUS,2010,PRDMPCDD,M,30-39Y,DEN,1984,Y30T39
AUS,2010,PRDMPCDD,M,40-49Y,DEN,9034,Y40T49
AUS,2010,PRDMPCDD,M,50-59Y,DEN,26058,Y50T59
AUS,2010,PRDMPCDD,M,60-69Y,DEN,59014,Y60T69
AUS,2010,PRDMPCDD,M,70-79Y,DEN,53497,Y70T79
AUS,2010,PRDMPCDD,M,80Y_OVER,DEN,20748,Y_GE80
AUS,2010,PRDMPCDD,F,0-9Y,DEN,15,Y0T9
AUS,2010,PRDMPCDD,F,10-19Y,DEN,94,Y10T19
AUS,2010,PRDMPCDD,F,20-29Y,DEN,383,Y20T29
AUS,2010,PRDMPCDD,F,30-39Y,DEN,1942,Y30T39
AUS,2010,PRDMPCDD,F,40-49Y,DEN,7574,Y40T49
AUS,2010,PRDMPCDD,F,50-59Y,DEN,21770,Y50T59
AUS,2010,PRDMPCDD,F,60-69Y,DEN,44407,Y60T69
AUS,2010,PRDMPCDD,F,70-79Y,DEN,43482,Y70T79
AUS,2010,PRDMPCDD,F,80Y_OVER,DEN,24318,Y_GE80
AUS,2011,PRDMPCDD,M,0-9Y,DEN,18,Y0T9
AUS,2011,PRDMPCDD,M,10-19Y,DEN,102,Y10T19
AUS,2011,PRDMPCDD,M,20-29Y,DEN,356,Y20T29
AUS,2011,PRDMPCDD,M,30-39Y,DEN,2218,Y30T39
AUS,2011,PRDMPCDD,M,40-49Y,DEN,9792,Y40T49
AUS,2011,PRDMPCDD,M,50-59Y,DEN,27282,Y50T59
AUS,2011,PRDMPCDD,M,60-69Y,DEN,62438,Y60T69
AUS,2011,PRDMPCDD,M,70-79Y,DEN,56906,Y70T79
AUS,2011,PRDMPCDD,M,80Y_OVER,DEN,22752,Y_GE80
AUS,2011,PRDMPCDD,F,0-9Y,DEN,15,Y0T9
AUS,2011,PRDMPCDD,F,10-19Y,DEN,95,Y10T19
AUS,2011,PRDMPCDD,F,20-29Y,DEN,479,Y20T29
AUS,2011,PRDMPCDD,F,30-39Y,DEN,2131,Y30T39
AUS,2011,PRDMPCDD,F,40-49Y,DEN,8313,Y40T49
AUS,2011,PRDMPCDD,F,50-59Y,DEN,23134,Y50T59
AUS,2011,PRDMPCDD,F,60-69Y,DEN,46944,Y60T69
AUS,2011,PRDMPCDD,F,70-79Y,DEN,45348,Y70T79
AUS,2011,PRDMPCDD,F,80Y_OVER,DEN,25883,Y_GE80
AUS,2012,PRDMPCDD,M,0-9Y,DEN,29,Y0T9
AUS,2012,PRDMPCDD,M,10-19Y,DEN,123,Y10T19
AUS,2012,PRDMPCDD,M,20-29Y,DEN,589,Y20T29
AUS,2012,PRDMPCDD,M,30-39Y,DEN,3820,Y30T39
AUS,2012,PRDMPCDD,M,40-49Y,DEN,17066,Y40T49
AUS,2012,PRDMPCDD,M,50-59Y,DEN,45212,Y50T59
AUS,2012,PRDMPCDD,M,60-69Y,DEN,77895,Y60T69
AUS,2012,PRDMPCDD,M,70-79Y,DEN,60983,Y70T79
AUS,2012,PRDMPCDD,M,80Y_OVER,DEN,24639,Y_GE80
AUS,2012,PRDMPCDD,F,0-9Y,DEN,15,Y0T9
AUS,2012,PRDMPCDD,F,10-19Y,DEN,155,Y10T19
AUS,2012,PRDMPCDD,F,20-29Y,DEN,715,Y20T29
AUS,2012,PRDMPCDD,F,30-39Y,DEN,3091,Y30T39
AUS,2012,PRDMPCDD,F,40-49Y,DEN,12297,Y40T49
AUS,2012,PRDMPCDD,F,50-59Y,DEN,32442,Y50T59
AUS,2012,PRDMPCDD,F,60-69Y,DEN,53254,Y60T69
AUS,2012,PRDMPCDD,F,70-79Y,DEN,47265,Y70T79
AUS,2012,PRDMPCDD,F,80Y_OVER,DEN,26987,Y_GE80
AUS,2013,PRDMPCDD,M,0-9Y,DEN,30,Y0T9
AUS,2013,PRDMPCDD,M,10-19Y,DEN,144,Y10T19
AUS,2013,PRDMPCDD,M,20-29Y,DEN,730,Y20T29
AUS,2013,PRDMPCDD,M,30-39Y,DEN,4787,Y30T39
AUS,2013,PRDMPCDD,M,40-49Y,DEN,20889,Y40T49
AUS,2013,PRDMPCDD,M,50-59Y,DEN,54211,Y50T59
AUS,2013,PRDMPCDD,M,60-69Y,DEN,87844,Y60T69
AUS,2013,PRDMPCDD,M,70-79Y,DEN,64587,Y70T79
AUS,2013,PRDMPCDD,M,80Y_OVER,DEN,26225,Y_GE80
AUS,2013,PRDMPCDD,F,0-9Y,DEN,18,Y0T9
AUS,2013,PRDMPCDD,F,10-19Y,DEN,219,Y10T19
AUS,2013,PRDMPCDD,F,20-29Y,DEN,1056,Y20T29
AUS,2013,PRDMPCDD,F,30-39Y,DEN,4017,Y30T39
AUS,2013,PRDMPCDD,F,40-49Y,DEN,14722,Y40T49
AUS,2013,PRDMPCDD,F,50-59Y,DEN,37655,Y50T59
AUS,2013,PRDMPCDD,F,60-69Y,DEN,58128,Y60T69
AUS,2013,PRDMPCDD,F,70-79Y,DEN,48817,Y70T79
AUS,2013,PRDMPCDD,F,80Y_OVER,DEN,27511,Y_GE80
AUS,2014,PRDMPCDD,M,0-9Y,DEN,28,Y0T9
AUS,2014,PRDMPCDD,M,10-19Y,DEN,173,Y10T19
AUS,2014,PRDMPCDD,M,20-29Y,DEN,765,Y20T29
AUS,2014,PRDMPCDD,M,30-39Y,DEN,4978,Y30T39
AUS,2014,PRDMPCDD,M,40-49Y,DEN,21260,Y40T49
AUS,2014,PRDMPCDD,M,50-59Y,DEN,55379,Y50T59
AUS,2014,PRDMPCDD,M,60-69Y,DEN,90399,Y60T69
AUS,2014,PRDMPCDD,M,70-79Y,DEN,67757,Y70T79
AUS,2014,PRDMPCDD,M,80Y_OVER,DEN,27275,Y_GE80
AUS,2014,PRDMPCDD,F,0-9Y,DEN,18,Y0T9
AUS,2014,PRDMPCDD,F,10-19Y,DEN,246,Y10T19
AUS,2014,PRDMPCDD,F,20-29Y,DEN,1174,Y20T29
AUS,2014,PRDMPCDD,F,30-39Y,DEN,4368,Y30T39
AUS,2014,PRDMPCDD,F,40-49Y,DEN,15238,Y40T49
AUS,2014,PRDMPCDD,F,50-59Y,DEN,38593,Y50T59
AUS,2014,PRDMPCDD,F,60-69Y,DEN,60065,Y60T69
AUS,2014,PRDMPCDD,F,70-79Y,DEN,50027,Y70T79
AUS,2014,PRDMPCDD,F,80Y_OVER,DEN,27941,Y_GE80
AUS,2015,PRDMPCDD,M,0-9Y,DEN,25,Y0T9
AUS,2015,PRDMPCDD,M,10-19Y,DEN,170,Y10T19
AUS,2015,PRDMPCDD,M,20-29Y,DEN,801,Y20T29
AUS,2015,PRDMPCDD,M,30-39Y,DEN,5257,Y30T39
AUS,2015,PRDMPCDD,M,40-49Y,DEN,21731,Y40T49
AUS,2015,PRDMPCDD,M,50-59Y,DEN,56875,Y50T59
AUS,2015,PRDMPCDD,M,60-69Y,DEN,93394,Y60T69
AUS,2015,PRDMPCDD,M,70-79Y,DEN,71265,Y70T79
AUS,2015,PRDMPCDD,M,80Y_OVER,DEN,28679,Y_GE80
AUS,2015,PRDMPCDD,F,0-9Y,DEN,22,Y0T9
AUS,2015,PRDMPCDD,F,10-19Y,DEN,250,Y10T19
AUS,2015,PRDMPCDD,F,20-29Y,DEN,1255,Y20T29
AUS,2015,PRDMPCDD,F,30-39Y,DEN,4666,Y30T39
AUS,2015,PRDMPCDD,F,40-49Y,DEN,15868,Y40T49
AUS,2015,PRDMPCDD,F,50-59Y,DEN,39684,Y50T59
AUS,2015,PRDMPCDD,F,60-69Y,DEN,62268,Y60T69
AUS,2015,PRDMPCDD,F,70-79Y,DEN,51385,Y70T79
AUS,2015,PRDMPCDD,F,80Y_OVER,DEN,28392,Y_GE80
AUS,2016,PRDMPCDD,M,0-9Y,DEN,35,Y0T9
AUS,2016,PRDMPCDD,M,10-19Y,DEN,235,Y10T19
AUS,2016,PRDMPCDD,M,20-29Y,DEN,775,Y20T29
AUS,2016,PRDMPCDD,M,30-39Y,DEN,5648,Y30T39
AUS,2016,PRDMPCDD,M,40-49Y,DEN,22690,Y40T49
AUS,2016,PRDMPCDD,M,50-59Y,DEN,58704,Y50T59
AUS,2016,PRDMPCDD,M,60-69Y,DEN,96711,Y60T69
AUS,2016,PRDMPCDD,M,70-79Y,DEN,74379,Y70T79
AUS,2016,PRDMPCDD,M,80Y_OVER,DEN,29554,Y_GE80
AUS,2016,PRDMPCDD,F,0-9Y,DEN,16,Y0T9
AUS,2016,PRDMPCDD,F,10-19Y,DEN,283,Y10T19
AUS,2016,PRDMPCDD,F,20-29Y,DEN,1471,Y20T29
AUS,2016,PRDMPCDD,F,30-39Y,DEN,5055,Y30T39
AUS,2016,PRDMPCDD,F,40-49Y,DEN,16706,Y40T49
AUS,2016,PRDMPCDD,F,50-59Y,DEN,40802,Y50T59
AUS,2016,PRDMPCDD,F,60-69Y,DEN,64582,Y60T69
AUS,2016,PRDMPCDD,F,70-79Y,DEN,52644,Y70T79
AUS,2016,PRDMPCDD,F,80Y_OVER,DEN,28676,Y_GE80
AUS,2017,PRDMPCDD,M,0-9Y,DEN,36,Y0T9
AUS,2017,PRDMPCDD,M,10-19Y,DEN,212,Y10T19
AUS,2017,PRDMPCDD,M,20-29Y,DEN,848,Y20T29
AUS,2017,PRDMPCDD,M,30-39Y,DEN,6084,Y30T39
AUS,2017,PRDMPCDD,M,40-49Y,DEN,23692,Y40T49
AUS,2017,PRDMPCDD,M,50-59Y,DEN,61082,Y50T59
AUS,2017,PRDMPCDD,M,60-69Y,DEN,100408,Y60T69
AUS,2017,PRDMPCDD,M,70-79Y,DEN,81275,Y70T79
AUS,2017,PRDMPCDD,M,80Y_OVER,DEN,31873,Y_GE80
AUS,2017,PRDMPCDD,F,0-9Y,DEN,14,Y0T9
AUS,2017,PRDMPCDD,F,10-19Y,DEN,308,Y10T19
AUS,2017,PRDMPCDD,F,20-29Y,DEN,1519,Y20T29
AUS,2017,PRDMPCDD,F,30-39Y,DEN,5372,Y30T39
AUS,2017,PRDMPCDD,F,40-49Y,DEN,17746,Y40T49
AUS,2017,PRDMPCDD,F,50-59Y,DEN,42658,Y50T59
AUS,2017,PRDMPCDD,F,60-69Y,DEN,67698,Y60T69
AUS,2017,PRDMPCDD,F,70-79Y,DEN,56495,Y70T79
AUS,2017,PRDMPCDD,F,80Y_OVER,DEN,29966,Y_GE80
AUS,2018,PRDMPCDD,M,0-9Y,DEN,43,Y0T9
AUS,2018,PRDMPCDD,M,10-19Y,DEN,234,Y10T19
AUS,2018,PRDMPCDD,M,20-29Y,DEN,965,Y20T29
AUS,2018,PRDMPCDD,M,30-39Y,DEN,6663,Y30T39
AUS,2018,PRDMPCDD,M,40-49Y,DEN,25120,Y40T49
AUS,2018,PRDMPCDD,M,50-59Y,DEN,63697,Y50T59
AUS,2018,PRDMPCDD,M,60-69Y,DEN,104066,Y60T69
AUS,2018,PRDMPCDD,M,70-79Y,DEN,89236,Y70T79
AUS,2018,PRDMPCDD,M,80Y_OVER,DEN,34567,Y_GE80
AUS,2018,PRDMPCDD,F,0-9Y,DEN,16,Y0T9
AUS,2018,PRDMPCDD,F,10-19Y,DEN,316,Y10T19
AUS,2018,PRDMPCDD,F,20-29Y,DEN,1609,Y20T29
AUS,2018,PRDMPCDD,F,30-39Y,DEN,5845,Y30T39
AUS,2018,PRDMPCDD,F,40-49Y,DEN,18678,Y40T49
AUS,2018,PRDMPCDD,F,50-59Y,DEN,44229,Y50T59
AUS,2018,PRDMPCDD,F,60-69Y,DEN,70477,Y60T69
AUS,2018,PRDMPCDD,F,70-79Y,DEN,61104,Y70T79
AUS,2018,PRDMPCDD,F,80Y_OVER,DEN,31861,Y_GE80
AUS,2019,PRDMPCDD,M,0-9Y,DEN,34,Y0T9
AUS,2019,PRDMPCDD,M,10-19Y,DEN,232,Y10T19
AUS,2019,PRDMPCDD,M,20-29Y,DEN,1068,Y20T29
AUS,2019,PRDMPCDD,M,30-39Y,DEN,7217,Y30T39
AUS,2019,PRDMPCDD,M,40-49Y,DEN,26168,Y40T49
AUS,2019,PRDMPCDD,M,50-59Y,DEN,66000,Y50T59
AUS,2019,PRDMPCDD,M,60-69Y,DEN,107297,Y60T69
AUS,2019,PRDMPCDD,M,70-79Y,DEN,96194,Y70T79
AUS,2019,PRDMPCDD,M,80Y_OVER,DEN,37111,Y_GE80
AUS,2019,PRDMPCDD,F,0-9Y,DEN,17,Y0T9
AUS,2019,PRDMPCDD,F,10-19Y,DEN,356,Y10T19
AUS,2019,PRDMPCDD,F,20-29Y,DEN,1657,Y20T29
AUS,2019,PRDMPCDD,F,30-39Y,DEN,6178,Y30T39
AUS,2019,PRDMPCDD,F,40-49Y,DEN,19455,Y40T49
AUS,2019,PRDMPCDD,F,50-59Y,DEN,45627,Y50T59
AUS,2019,PRDMPCDD,F,60-69Y,DEN,73043,Y60T69
AUS,2019,PRDMPCDD,F,70-79Y,DEN,65416,Y70T79
AUS,2019,PRDMPCDD,F,80Y_OVER,DEN,33852,Y_GE80
AUS,2020,PRDMPCDD,M,0-9Y,DEN,22,Y0T9
AUS,2020,PRDMPCDD,M,10-19Y,DEN,294,Y10T19
AUS,2020,PRDMPCDD,M,20-29Y,DEN,1260,Y20T29
AUS,2020,PRDMPCDD,M,30-39Y,DEN,8161,Y30T39
AUS,2020,PRDMPCDD,M,40-49Y,DEN,28349,Y40T49
AUS,2020,PRDMPCDD,M,50-59Y,DEN,70511,Y50T59
AUS,2020,PRDMPCDD,M,60-69Y,DEN,113408,Y60T69
AUS,2020,PRDMPCDD,M,70-79Y,DEN,104693,Y70T79
AUS,2020,PRDMPCDD,M,80Y_OVER,DEN,40807,Y_GE80
AUS,2020,PRDMPCDD,F,0-9Y,DEN,20,Y0T9
AUS,2020,PRDMPCDD,F,10-19Y,DEN,359,Y10T19
AUS,2020,PRDMPCDD,F,20-29Y,DEN,1878,Y20T29
AUS,2020,PRDMPCDD,F,30-39Y,DEN,7054,Y30T39
AUS,2020,PRDMPCDD,F,40-49Y,DEN,21153,Y40T49
AUS,2020,PRDMPCDD,F,50-59Y,DEN,48911,Y50T59
AUS,2020,PRDMPCDD,F,60-69Y,DEN,77383,Y60T69
AUS,2020,PRDMPCDD,F,70-79Y,DEN,70844,Y70T79
AUS,2020,PRDMPCDD,F,80Y_OVER,DEN,36320,Y_GE80
AUS,2021,PRDMPCDD,M,0-9Y,DEN,22,Y0T9
AUS,2021,PRDMPCDD,M,10-19Y,DEN,296,Y10T19
AUS,2021,PRDMPCDD,M,20-29Y,DEN,1344,Y20T29
AUS,2021,PRDMPCDD,M,30-39Y,DEN,8756,Y30T39
AUS,2021,PRDMPCDD,M,40-49Y,DEN,30456,Y40T49
AUS,2021,PRDMPCDD,M,50-59Y,DEN,74209,Y50T59
AUS,2021,PRDMPCDD,M,60-69Y,DEN,118770,Y60T69
AUS,2021,PRDMPCDD,M,70-79Y,DEN,112744,Y70T79
AUS,2021,PRDMPCDD,M,80Y_OVER,DEN,44426,Y_GE80
AUS,2021,PRDMPCDD,F,0-9Y,DEN,20,Y0T9
AUS,2021,PRDMPCDD,F,10-19Y,DEN,353,Y10T19
AUS,2021,PRDMPCDD,F,20-29Y,DEN,2050,Y20T29
AUS,2021,PRDMPCDD,F,30-39Y,DEN,7710,Y30T39
AUS,2021,PRDMPCDD,F,40-49Y,DEN,22208,Y40T49
AUS,2021,PRDMPCDD,F,50-59Y,DEN,51587,Y50T59
AUS,2021,PRDMPCDD,F,60-69Y,DEN,81297,Y60T69
AUS,2021,PRDMPCDD,F,70-79Y,DEN,75860,Y70T79
AUS,2021,PRDMPCDD,F,80Y_OVER,DEN,38553,Y_GE80
AUS,2022,PRDMPCDD,M,0-9Y,DEN,17,Y0T9
AUS,2022,PRDMPCDD,M,10-19Y,DEN,326,Y10T19
AUS,2022,PRDMPCDD,M,20-29Y,DEN,1357,Y20T29
AUS,2022,PRDMPCDD,M,30-39Y,DEN,8930,Y30T39
AUS,2022,PRDMPCDD,M,40-49Y,DEN,31063,Y40T49
AUS,2022,PRDMPCDD,M,50-59Y,DEN,76377,Y50T59
AUS,2022,PRDMPCDD,M,60-69Y,DEN,124564,Y60T69
AUS,2022,PRDMPCDD,M,70-79Y,DEN,122243,Y70T79
AUS,2022,PRDMPCDD,M,80Y_OVER,DEN,48998,Y_GE80
AUS,2022,PRDMPCDD,F,0-9Y,DEN,10,Y0T9
AUS,2022,PRDMPCDD,F,10-19Y,DEN,369,Y10T19
AUS,2022,PRDMPCDD,F,20-29Y,DEN,2015,Y20T29
AUS,2022,PRDMPCDD,F,30-39Y,DEN,8010,Y30T39
AUS,2022,PRDMPCDD,F,40-49Y,DEN,22651,Y40T49
AUS,2022,PRDMPCDD,F,50-59Y,DEN,53562,Y50T59
AUS,2022,PRDMPCDD,F,60-69Y,DEN,85822,Y60T69
AUS,2022,PRDMPCDD,F,70-79Y,DEN,82284,Y70T79
AUS,2022,PRDMPCDD,F,80Y_OVER,DEN,41672,Y_GE80
AUS,2005,PRDMPADD,M,0-9Y,NUM,10,Y0T9
AUS,2005,PRDMPADD,M,10-19Y,NUM,48,Y10T19
AUS,2005,PRDMPADD,M,20-29Y,NUM,128,Y20T29
AUS,2005,PRDMPADD,M,30-39Y,NUM,893,Y30T39
AUS,2005,PRDMPADD,M,40-49Y,NUM,5418,Y40T49
AUS,2005,PRDMPADD,M,50-59Y,NUM,19405,Y50T59
AUS,2005,PRDMPADD,M,60-69Y,NUM,35305,Y60T69
AUS,2005,PRDMPADD,M,70-79Y,NUM,31803,Y70T79
AUS,2005,PRDMPADD,M,80Y_OVER,NUM,9683,Y_GE80
AUS,2005,PRDMPADD,F,0-9Y,NUM,2,Y0T9
AUS,2005,PRDMPADD,F,10-19Y,NUM,23,Y10T19
AUS,2005,PRDMPADD,F,20-29Y,NUM,107,Y20T29
AUS,2005,PRDMPADD,F,30-39Y,NUM,733,Y30T39
AUS,2005,PRDMPADD,F,40-49Y,NUM,4484,Y40T49
AUS,2005,PRDMPADD,F,50-59Y,NUM,15158,Y50T59
AUS,2005,PRDMPADD,F,60-69Y,NUM,28238,Y60T69
AUS,2005,PRDMPADD,F,70-79Y,NUM,28461,Y70T79
AUS,2005,PRDMPADD,F,80Y_OVER,NUM,13501,Y_GE80
AUS,2006,PRDMPADD,M,0-9Y,NUM,10,Y0T9
AUS,2006,PRDMPADD,M,10-19Y,NUM,35,Y10T19
AUS,2006,PRDMPADD,M,20-29Y,NUM,124,Y20T29
AUS,2006,PRDMPADD,M,30-39Y,NUM,853,Y30T39
AUS,2006,PRDMPADD,M,40-49Y,NUM,5317,Y40T49
AUS,2006,PRDMPADD,M,50-59Y,NUM,19332,Y50T59
AUS,2006,PRDMPADD,M,60-69Y,NUM,37403,Y60T69
AUS,2006,PRDMPADD,M,70-79Y,NUM,33881,Y70T79
AUS,2006,PRDMPADD,M,80Y_OVER,NUM,10742,Y_GE80
AUS,2006,PRDMPADD,F,0-9Y,NUM,2,Y0T9
AUS,2006,PRDMPADD,F,10-19Y,NUM,19,Y10T19
AUS,2006,PRDMPADD,F,20-29Y,NUM,103,Y20T29
AUS,2006,PRDMPADD,F,30-39Y,NUM,773,Y30T39
AUS,2006,PRDMPADD,F,40-49Y,NUM,4426,Y40T49
AUS,2006,PRDMPADD,F,50-59Y,NUM,15403,Y50T59
AUS,2006,PRDMPADD,F,60-69Y,NUM,29176,Y60T69
AUS,2006,PRDMPADD,F,70-79Y,NUM,29873,Y70T79
AUS,2006,PRDMPADD,F,80Y_OVER,NUM,14541,Y_GE80
AUS,2007,PRDMPADD,M,0-9Y,NUM,13,Y0T9
AUS,2007,PRDMPADD,M,10-19Y,NUM,39,Y10T19
AUS,2007,PRDMPADD,M,20-29Y,NUM,120,Y20T29
AUS,2007,PRDMPADD,M,30-39Y,NUM,880,Y30T39
AUS,2007,PRDMPADD,M,40-49Y,NUM,5219,Y40T49
AUS,2007,PRDMPADD,M,50-59Y,NUM,19542,Y50T59
AUS,2007,PRDMPADD,M,60-69Y,NUM,40438,Y60T69
AUS,2007,PRDMPADD,M,70-79Y,NUM,36884,Y70T79
AUS,2007,PRDMPADD,M,80Y_OVER,NUM,12152,Y_GE80
AUS,2007,PRDMPADD,F,0-9Y,NUM,1,Y0T9
AUS,2007,PRDMPADD,F,10-19Y,NUM,15,Y10T19
AUS,2007,PRDMPADD,F,20-29Y,NUM,89,Y20T29
AUS,2007,PRDMPADD,F,30-39Y,NUM,784,Y30T39
AUS,2007,PRDMPADD,F,40-49Y,NUM,4370,Y40T49
AUS,2007,PRDMPADD,F,50-59Y,NUM,15822,Y50T59
AUS,2007,PRDMPADD,F,60-69Y,NUM,31227,Y60T69
AUS,2007,PRDMPADD,F,70-79Y,NUM,32043,Y70T79
AUS,2007,PRDMPADD,F,80Y_OVER,NUM,15912,Y_GE80
AUS,2008,PRDMPADD,M,0-9Y,NUM,11,Y0T9
AUS,2008,PRDMPADD,M,10-19Y,NUM,37,Y10T19
AUS,2008,PRDMPADD,M,20-29Y,NUM,121,Y20T29
AUS,2008,PRDMPADD,M,30-39Y,NUM,891,Y30T39
AUS,2008,PRDMPADD,M,40-49Y,NUM,5106,Y40T49
AUS,2008,PRDMPADD,M,50-59Y,NUM,19120,Y50T59
AUS,2008,PRDMPADD,M,60-69Y,NUM,43789,Y60T69
AUS,2008,PRDMPADD,M,70-79Y,NUM,39830,Y70T79
AUS,2008,PRDMPADD,M,80Y_OVER,NUM,13651,Y_GE80
AUS,2008,PRDMPADD,F,0-9Y,NUM,2,Y0T9
AUS,2008,PRDMPADD,F,10-19Y,NUM,13,Y10T19
AUS,2008,PRDMPADD,F,20-29Y,NUM,116,Y20T29
AUS,2008,PRDMPADD,F,30-39Y,NUM,804,Y30T39
AUS,2008,PRDMPADD,F,40-49Y,NUM,4361,Y40T49
AUS,2008,PRDMPADD,F,50-59Y,NUM,15845,Y50T59
AUS,2008,PRDMPADD,F,60-69Y,NUM,33073,Y60T69
AUS,2008,PRDMPADD,F,70-79Y,NUM,33796,Y70T79
AUS,2008,PRDMPADD,F,80Y_OVER,NUM,17336,Y_GE80
AUS,2009,PRDMPADD,M,0-9Y,NUM,11,Y0T9
AUS,2009,PRDMPADD,M,10-19Y,NUM,27,Y10T19
AUS,2009,PRDMPADD,M,20-29Y,NUM,124,Y20T29
AUS,2009,PRDMPADD,M,30-39Y,NUM,887,Y30T39
AUS,2009,PRDMPADD,M,40-49Y,NUM,5052,Y40T49
AUS,2009,PRDMPADD,M,50-59Y,NUM,18177,Y50T59
AUS,2009,PRDMPADD,M,60-69Y,NUM,45394,Y60T69
AUS,2009,PRDMPADD,M,70-79Y,NUM,41722,Y70T79
AUS,2009,PRDMPADD,M,80Y_OVER,NUM,14808,Y_GE80
AUS,2009,PRDMPADD,F,0-9Y,NUM,6,Y0T9
AUS,2009,PRDMPADD,F,10-19Y,NUM,19,Y10T19
AUS,2009,PRDMPADD,F,20-29Y,NUM,129,Y20T29
AUS,2009,PRDMPADD,F,30-39Y,NUM,807,Y30T39
AUS,2009,PRDMPADD,F,40-49Y,NUM,4317,Y40T49
AUS,2009,PRDMPADD,F,50-59Y,NUM,15463,Y50T59
AUS,2009,PRDMPADD,F,60-69Y,NUM,34406,Y60T69
AUS,2009,PRDMPADD,F,70-79Y,NUM,34822,Y70T79
AUS,2009,PRDMPADD,F,80Y_OVER,NUM,18268,Y_GE80
AUS,2010,PRDMPADD,M,0-9Y,NUM,14,Y0T9
AUS,2010,PRDMPADD,M,10-19Y,NUM,31,Y10T19
AUS,2010,PRDMPADD,M,20-29Y,NUM,139,Y20T29
AUS,2010,PRDMPADD,M,30-39Y,NUM,933,Y30T39
AUS,2010,PRDMPADD,M,40-49Y,NUM,5230,Y40T49
AUS,2010,PRDMPADD,M,50-59Y,NUM,18488,Y50T59
AUS,2010,PRDMPADD,M,60-69Y,NUM,47450,Y60T69
AUS,2010,PRDMPADD,M,70-79Y,NUM,43993,Y70T79
AUS,2010,PRDMPADD,M,80Y_OVER,NUM,15874,Y_GE80
AUS,2010,PRDMPADD,F,0-9Y,NUM,4,Y0T9
AUS,2010,PRDMPADD,F,10-19Y,NUM,21,Y10T19
AUS,2010,PRDMPADD,F,20-29Y,NUM,106,Y20T29
AUS,2010,PRDMPADD,F,30-39Y,NUM,826,Y30T39
