REF_AREA,TIME_PERIOD,MEASURE,SEX,AGE,UNIT,OBS_VALUE
BEL,2003,SUICMENT,F,Y70T74,NUM,5
BEL,2003,SUICMENT,F,Y75T79,NUM,2
BEL,2003,SUICMENT,F,Y80T84,NUM,1
BEL,2004,SUICMENT,M,Y15T19,NUM,3
BEL,2004,SUICMENT,M,Y20T24,NUM,4
BEL,2004,SUICMENT,M,Y25T29,NUM,7
BEL,2004,SUICMENT,M,Y30T34,NUM,8
BEL,2004,SUICMENT,M,Y35T39,NUM,5
BEL,2004,SUICMENT,M,Y40T44,NUM,6
BEL,2004,SUICMENT,M,Y45T49,NUM,10
BEL,2004,SUICMENT,M,Y50T54,NUM,2
BEL,2004,SUICMENT,M,Y55T59,NUM,7
BEL,2004,SUICMENT,M,Y60T64,NUM,4
BEL,2004,SUICMENT,M,Y70T74,NUM,1
BEL,2004,SUICMENT,M,Y75T79,NUM,1
BEL,2004,SUICMENT,M,Y80T84,NUM,1
BEL,2004,SUICMENT,F,Y15T19,NUM,1
BEL,2004,SUICMENT,F,Y30T34,NUM,5
BEL,2004,SUICMENT,F,Y35T39,NUM,3
BEL,2004,SUICMENT,F,Y40T44,NUM,5
BEL,2004,SUICMENT,F,Y45T49,NUM,6
BEL,2004,SUICMENT,F,Y50T54,NUM,3
BEL,2004,SUICMENT,F,Y60T64,NUM,1
BEL,2004,SUICMENT,F,Y65T69,NUM,2
BEL,2004,SUICMENT,F,Y70T74,NUM,2
BEL,2004,SUICMENT,F,Y75T79,NUM,1
BEL,2004,SUICMENT,F,Y80T84,NUM,1
BEL,2005,SUICMENT,M,Y20T24,NUM,4
BEL,2005,SUICMENT,M,Y25T29,NUM,4
BEL,2005,SUICMENT,M,Y30T34,NUM,1
BEL,2005,SUICMENT,M,Y35T39,NUM,5
BEL,2005,SUICMENT,M,Y40T44,NUM,3
BEL,2005,SUICMENT,M,Y45T49,NUM,3
BEL,2005,SUICMENT,M,Y50T54,NUM,4
BEL,2005,SUICMENT,M,Y55T59,NUM,3
BEL,2005,SUICMENT,M,Y60T64,NUM,1
BEL,2005,SUICMENT,M,Y65T69,NUM,2
BEL,2005,SUICMENT,M,Y70T74,NUM,2
BEL,2005,SUICMENT,M,Y75T79,NUM,3
BEL,2005,SUICMENT,F,Y20T24,NUM,1
BEL,2005,SUICMENT,F,Y25T29,NUM,3
BEL,2005,SUICMENT,F,Y30T34,NUM,4
BEL,2005,SUICMENT,F,Y35T39,NUM,11
BEL,2005,SUICMENT,F,Y40T44,NUM,2
BEL,2005,SUICMENT,F,Y45T49,NUM,6
BEL,2005,SUICMENT,F,Y50T54,NUM,9
BEL,2005,SUICMENT,F,Y55T59,NUM,2
BEL,2005,SUICMENT,F,Y60T64,NUM,2
BEL,2005,SUICMENT,F,Y65T69,NUM,2
BEL,2005,SUICMENT,F,Y70T74,NUM,2
BEL,2005,SUICMENT,F,Y75T79,NUM,2
BEL,2005,SUICMENT,F,Y80T84,NUM,1
BEL,2006,SUICMENT,M,Y20T24,NUM,2
BEL,2006,SUICMENT,M,Y25T29,NUM,7
BEL,2006,SUICMENT,M,Y30T34,NUM,6
BEL,2006,SUICMENT,M,Y35T39,NUM,8
BEL,2006,SUICMENT,M,Y40T44,NUM,5
BEL,2006,SUICMENT,M,Y45T49,NUM,6
BEL,2006,SUICMENT,M,Y50T54,NUM,6
BEL,2006,SUICMENT,M,Y55T59,NUM,3
BEL,2006,SUICMENT,M,Y60T64,NUM,7
BEL,2006,SUICMENT,M,Y75T79,NUM,1
BEL,2006,SUICMENT,M,Y80T84,NUM,1
BEL,2006,SUICMENT,F,Y15T19,NUM,1
BEL,2006,SUICMENT,F,Y25T29,NUM,1
BEL,2006,SUICMENT,F,Y30T34,NUM,1
BEL,2006,SUICMENT,F,Y35T39,NUM,3
BEL,2006,SUICMENT,F,Y40T44,NUM,5
BEL,2006,SUICMENT,F,Y45T49,NUM,6
BEL,2006,SUICMENT,F,Y50T54,NUM,5
BEL,2006,SUICMENT,F,Y55T59,NUM,2
BEL,2006,SUICMENT,F,Y60T64,NUM,1
BEL,2006,SUICMENT,F,Y70T74,NUM,1
BEL,2006,SUICMENT,F,Y75T79,NUM,1
BEL,2006,SUICMENT,F,Y80T84,NUM,1
BEL,2007,SUICMENT,M,Y15T19,NUM,1
BEL,2007,SUICMENT,M,Y20T24,NUM,3
BEL,2007,SUICMENT,M,Y25T29,NUM,3
BEL,2007,SUICMENT,M,Y30T34,NUM,2
BEL,2007,SUICMENT,M,Y35T39,NUM,7
BEL,2007,SUICMENT,M,Y40T44,NUM,1
BEL,2007,SUICMENT,M,Y45T49,NUM,7
BEL,2007,SUICMENT,M,Y50T54,NUM,6
BEL,2007,SUICMENT,M,Y55T59,NUM,8
BEL,2007,SUICMENT,M,Y60T64,NUM,2
BEL,2007,SUICMENT,M,Y65T69,NUM,1
BEL,2007,SUICMENT,M,Y70T74,NUM,1
BEL,2007,SUICMENT,M,Y75T79,NUM,1
BEL,2007,SUICMENT,M,Y80T84,NUM,1
BEL,2007,SUICMENT,F,Y15T19,NUM,1
BEL,2007,SUICMENT,F,Y20T24,NUM,1
BEL,2007,SUICMENT,F,Y25T29,NUM,5
BEL,2007,SUICMENT,F,Y30T34,NUM,2
BEL,2007,SUICMENT,F,Y35T39,NUM,2
BEL,2007,SUICMENT,F,Y40T44,NUM,6
BEL,2007,SUICMENT,F,Y45T49,NUM,1
BEL,2007,SUICMENT,F,Y50T54,NUM,6
BEL,2007,SUICMENT,F,Y55T59,NUM,4
BEL,2007,SUICMENT,F,Y60T64,NUM,1
BEL,2007,SUICMENT,F,Y70T74,NUM,2
BEL,2007,SUICMENT,F,Y75T79,NUM,2
BEL,2007,SUICMENT,F,Y80T84,NUM,1
BEL,2008,SUICMENT,M,Y15T19,NUM,2
BEL,2008,SUICMENT,M,Y20T24,NUM,1
BEL,2008,SUICMENT,M,Y25T29,NUM,1
BEL,2008,SUICMENT,M,Y30T34,NUM,5
BEL,2008,SUICMENT,M,Y35T39,NUM,4
BEL,2008,SUICMENT,M,Y40T44,NUM,5
BEL,2008,SUICMENT,M,Y45T49,NUM,8
BEL,2008,SUICMENT,M,Y50T54,NUM,2
BEL,2008,SUICMENT,M,Y55T59,NUM,3
BEL,2008,SUICMENT,M,Y60T64,NUM,2
BEL,2008,SUICMENT,M,Y65T69,NUM,1
BEL,2008,SUICMENT,M,Y70T74,NUM,1
BEL,2008,SUICMENT,M,Y75T79,NUM,1
BEL,2008,SUICMENT,M,Y80T84,NUM,2
BEL,2008,SUICMENT,F,Y15T19,NUM,2
BEL,2008,SUICMENT,F,Y20T24,NUM,2
BEL,2008,SUICMENT,F,Y35T39,NUM,2
BEL,2008,SUICMENT,F,Y40T44,NUM,5
BEL,2008,SUICMENT,F,Y45T49,NUM,4
BEL,2008,SUICMENT,F,Y50T54,NUM,3
BEL,2008,SUICMENT,F,Y55T59,NUM,1
BEL,2008,SUICMENT,F,Y60T64,NUM,3
BEL,2008,SUICMENT,F,Y65T69,NUM,2
BEL,2008,SUICMENT,F,Y70T74,NUM,2
BEL,2008,SUICMENT,F,Y75T79,NUM,2
BEL,2008,SUICMENT,F,Y80T84,NUM,2
BEL,2009,SUICMENT,M,Y20T24,NUM,4
BEL,2009,SUICMENT,M,Y25T29,NUM,2
BEL,2009,SUICMENT,M,Y30T34,NUM,4
BEL,2009,SUICMENT,M,Y35T39,NUM,2
BEL,2009,SUICMENT,M,Y40T44,NUM,5
BEL,2009,SUICMENT,M,Y45T49,NUM,6
BEL,2009,SUICMENT,M,Y50T54,NUM,6
BEL,2009,SUICMENT,M,Y55T59,NUM,4
BEL,2009,SUICMENT,M,Y60T64,NUM,1
BEL,2009,SUICMENT,M,Y70T74,NUM,4
BEL,2009,SUICMENT,M,Y75T79,NUM,4
BEL,2009,SUICMENT,F,Y15T19,NUM,2
BEL,2009,SUICMENT,F,Y20T24,NUM,2
BEL,2009,SUICMENT,F,Y25T29,NUM,4
BEL,2009,SUICMENT,F,Y30T34,NUM,4
BEL,2009,SUICMENT,F,Y35T39,NUM,2
BEL,2009,SUICMENT,F,Y40T44,NUM,3
BEL,2009,SUICMENT,F,Y45T49,NUM,7
BEL,2009,SUICMENT,F,Y55T59,NUM,3
BEL,2009,SUICMENT,F,Y60T64,NUM,4
BEL,2009,SUICMENT,F,Y65T69,NUM,3
BEL,2009,SUICMENT,F,Y70T74,NUM,3
BEL,2009,SUICMENT,F,Y75T79,NUM,1
BEL,2009,SUICMENT,F,Y80T84,NUM,1
BEL,2010,SUICMENT,M,Y15T19,NUM,1
BEL,2010,SUICMENT,M,Y20T24,NUM,6
BEL,2010,SUICMENT,M,Y25T29,NUM,3
BEL,2010,SUICMENT,M,Y30T34,NUM,1
BEL,2010,SUICMENT,M,Y35T39,NUM,1
BEL,2010,SUICMENT,M,Y40T44,NUM,1
BEL,2010,SUICMENT,M,Y45T49,NUM,8
BEL,2010,SUICMENT,M,Y50T54,NUM,1
BEL,2010,SUICMENT,M,Y55T59,NUM,7
BEL,2010,SUICMENT,M,Y60T64,NUM,3
BEL,2010,SUICMENT,M,Y65T69,NUM,1
BEL,2010,SUICMENT,M,Y70T74,NUM,1
BEL,2010,SUICMENT,M,Y75T79,NUM,2
BEL,2010,SUICMENT,F,Y15T19,NUM,2
BEL,2010,SUICMENT,F,Y20T24,NUM,4
BEL,2010,SUICMENT,F,Y25T29,NUM,2
BEL,2010,SUICMENT,F,Y30T34,NUM,4
BEL,2010,SUICMENT,F,Y35T39,NUM,3
BEL,2010,SUICMENT,F,Y40T44,NUM,7
BEL,2010,SUICMENT,F,Y45T49,NUM,4
BEL,2010,SUICMENT,F,Y50T54,NUM,7
BEL,2010,SUICMENT,F,Y55T59,NUM,4
BEL,2010,SUICMENT,F,Y60T64,NUM,2
BEL,2010,SUICMENT,F,Y65T69,NUM,2
BEL,2010,SUICMENT,F,Y70T74,NUM,2
BEL,2010,SUICMENT,F,Y75T79,NUM,3
BEL,2011,SUICMENT,M,Y15T19,NUM,1
BEL,2011,SUICMENT,M,Y20T24,NUM,2
BEL,2011,SUICMENT,M,Y25T29,NUM,1
BEL,2011,SUICMENT,M,Y30T34,NUM,2
BEL,2011,SUICMENT,M,Y35T39,NUM,3
BEL,2011,SUICMENT,M,Y40T44,NUM,4
BEL,2011,SUICMENT,M,Y45T49,NUM,9
BEL,2011,SUICMENT,M,Y50T54,NUM,4
BEL,2011,SUICMENT,M,Y55T59,NUM,2
BEL,2011,SUICMENT,M,Y60T64,NUM,2
BEL,2011,SUICMENT,M,Y65T69,NUM,1
BEL,2011,SUICMENT,M,Y70T74,NUM,1
BEL,2011,SUICMENT,M,Y75T79,NUM,1
BEL,2011,SUICMENT,M,Y80T84,NUM,2
BEL,2011,SUICMENT,F,Y15T19,NUM,2
BEL,2011,SUICMENT,F,Y20T24,NUM,3
BEL,2011,SUICMENT,F,Y25T29,NUM,3
BEL,2011,SUICMENT,F,Y30T34,NUM,4
BEL,2011,SUICMENT,F,Y35T39,NUM,2
BEL,2011,SUICMENT,F,Y40T44,NUM,5
BEL,2011,SUICMENT,F,Y45T49,NUM,2
BEL,2011,SUICMENT,F,Y50T54,NUM,6
BEL,2011,SUICMENT,F,Y55T59,NUM,4
BEL,2011,SUICMENT,F,Y60T64,NUM,2
BEL,2011,SUICMENT,F,Y65T69,NUM,1
BEL,2011,SUICMENT,F,Y70T74,NUM,3
BEL,2011,SUICMENT,F,Y75T79,NUM,1
BEL,2011,SUICMENT,F,Y80T84,NUM,1
BEL,2012,SUICMENT,M,Y20T24,NUM,2
BEL,2012,SUICMENT,M,Y25T29,NUM,6
BEL,2012,SUICMENT,M,Y30T34,NUM,1
BEL,2012,SUICMENT,M,Y35T39,NUM,2
BEL,2012,SUICMENT,M,Y40T44,NUM,4
BEL,2012,SUICMENT,M,Y45T49,NUM,3
BEL,2012,SUICMENT,M,Y50T54,NUM,3
BEL,2012,SUICMENT,M,Y55T59,NUM,3
BEL,2012,SUICMENT,M,Y60T64,NUM,1
BEL,2012,SUICMENT,M,Y65T69,NUM,1
BEL,2012,SUICMENT,M,Y70T74,NUM,1
BEL,2012,SUICMENT,M,Y75T79,NUM,2
BEL,2012,SUICMENT,M,Y80T84,NUM,2
BEL,2012,SUICMENT,F,Y15T19,NUM,2
BEL,2012,SUICMENT,F,Y25T29,NUM,1
BEL,2012,SUICMENT,F,Y30T34,NUM,5
BEL,2012,SUICMENT,F,Y35T39,NUM,1
BEL,2012,SUICMENT,F,Y45T49,NUM,2
BEL,2012,SUICMENT,F,Y50T54,NUM,4
BEL,2012,SUICMENT,F,Y55T59,NUM,1
BEL,2012,SUICMENT,F,Y60T64,NUM,3
BEL,2012,SUICMENT,F,Y65T69,NUM,1
BEL,2012,SUICMENT,F,Y70T74,NUM,1
BEL,2012,SUICMENT,F,Y75T79,NUM,3
BEL,2012,SUICMENT,F,Y80T84,NUM,1
BEL,2013,SUICMENT,M,Y20T24,NUM,4
BEL,2013,SUICMENT,M,Y25T29,NUM,4
BEL,2013,SUICMENT,M,Y30T34,NUM,3
BEL,2013,SUICMENT,M,Y35T39,NUM,3
BEL,2013,SUICMENT,M,Y40T44,NUM,3
BEL,2013,SUICMENT,M,Y45T49,NUM,6
BEL,2013,SUICMENT,M,Y50T54,NUM,4
BEL,2013,SUICMENT,M,Y55T59,NUM,4
BEL,2013,SUICMENT,M,Y60T64,NUM,2
BEL,2013,SUICMENT,M,Y65T69,NUM,1
BEL,2013,SUICMENT,M,Y70T74,NUM,1
BEL,2013,SUICMENT,M,Y75T79,NUM,2
BEL,2013,SUICMENT,M,Y80T84,NUM,2
BEL,2013,SUICMENT,F,Y20T24,NUM,2
BEL,2013,SUICMENT,F,Y25T29,NUM,2
BEL,2013,SUICMENT,F,Y30T34,NUM,2
BEL,2013,SUICMENT,F,Y35T39,NUM,2
BEL,2013,SUICMENT,F,Y40T44,NUM,6
BEL,2013,SUICMENT,F,Y45T49,NUM,6
BEL,2013,SUICMENT,F,Y50T54,NUM,3
BEL,2013,SUICMENT,F,Y55T59,NUM,4
BEL,2013,SUICMENT,F,Y60T64,NUM,2
BEL,2013,SUICMENT,F,Y65T69,NUM,1
BEL,2013,SUICMENT,F,Y70T74,NUM,1
BEL,2013,SUICMENT,F,Y75T79,NUM,1
BEL,2013,SUICMENT,F,Y80T84,NUM,1
BEL,2014,SUICMENT,M,Y20T24,NUM,2
BEL,2014,SUICMENT,M,Y30T34,NUM,4
BEL,2014,SUICMENT,M,Y35T39,NUM,6
BEL,2014,SUICMENT,M,Y40T44,NUM,3
BEL,2014,SUICMENT,M,Y45T49,NUM,1
BEL,2014,SUICMENT,M,Y50T54,NUM,5
BEL,2014,SUICMENT,M,Y55T59,NUM,3
BEL,2014,SUICMENT,M,Y60T64,NUM,3
BEL,2014,SUICMENT,M,Y65T69,NUM,1
BEL,2014,SUICMENT,M,Y75T79,NUM,1
BEL,2014,SUICMENT,M,Y80T84,NUM,1
BEL,2014,SUICMENT,F,Y15T19,NUM,1
BEL,2014,SUICMENT,F,Y20T24,NUM,1
BEL,2014,SUICMENT,F,Y30T34,NUM,2
BEL,2014,SUICMENT,F,Y40T44,NUM,5
BEL,2014,SUICMENT,F,Y45T49,NUM,2
BEL,2014,SUICMENT,F,Y50T54,NUM,5
BEL,2014,SUICMENT,F,Y55T59,NUM,7
BEL,2014,SUICMENT,F,Y60T64,NUM,3
BEL,2014,SUICMENT,F,Y65T69,NUM,2
BEL,2014,SUICMENT,F,Y70T74,NUM,1
BEL,2014,SUICMENT,F,Y75T79,NUM,1
BEL,2014,SUICMENT,F,Y80T84,NUM,1
BEL,2015,SUICMENT,M,Y20T24,NUM,1
BEL,2015,SUICMENT,M,Y25T29,NUM,5
BEL,2015,SUICMENT,M,Y30T34,NUM,6
BEL,2015,SUICMENT,M,Y35T39,NUM,6
BEL,2015,SUICMENT,M,Y45T49,NUM,3
BEL,2015,SUICMENT,M,Y50T54,NUM,8
BEL,2015,SUICMENT,M,Y55T59,NUM,6
BEL,2015,SUICMENT,M,Y60T64,NUM,4
BEL,2015,SUICMENT,M,Y70T74,NUM,1
BEL,2015,SUICMENT,M,Y75T79,NUM,1
BEL,2015,SUICMENT,F,Y15T19,NUM,2
BEL,2015,SUICMENT,F,Y20T24,NUM,1
BEL,2015,SUICMENT,F,Y25T29,NUM,2
BEL,2015,SUICMENT,F,Y30T34,NUM,2
BEL,2015,SUICMENT,F,Y35T39,NUM,2
BEL,2015,SUICMENT,F,Y40T44,NUM,2
BEL,2015,SUICMENT,F,Y45T49,NUM,5
BEL,2015,SUICMENT,F,Y50T54,NUM,3
BEL,2015,SUICMENT,F,Y55T59,NUM,6
BEL,2015,SUICMENT,F,Y60T64,NUM,3
BEL,2015,SUICMENT,F,Y70T74,NUM,1
BEL,2015,SUICMENT,F,Y75T79,NUM,5
BEL,2015,SUICMENT,F,Y80T84,NUM,1
BEL,2016,SUICMENT,M,Y20T24,NUM,1
BEL,2016,SUICMENT,M,Y25T29,NUM,2
BEL,2016,SUICMENT,M,Y30T34,NUM,5
BEL,2016,SUICMENT,M,Y35T39,NUM,2
BEL,2016,SUICMENT,M,Y40T44,NUM,7
BEL,2016,SUICMENT,M,Y45T49,NUM,2
BEL,2016,SUICMENT,M,Y50T54,NUM,4
BEL,2016,SUICMENT,M,Y55T59,NUM,8
BEL,2016,SUICMENT,M,Y60T64,NUM,3
BEL,2016,SUICMENT,M,Y70T74,NUM,4
BEL,2016,SUICMENT,F,Y15T19,NUM,3
BEL,2016,SUICMENT,F,Y25T29,NUM,5
BEL,2016,SUICMENT,F,Y30T34,NUM,3
BEL,2016,SUICMENT,F,Y35T39,NUM,2
BEL,2016,SUICMENT,F,Y40T44,NUM,1
BEL,2016,SUICMENT,F,Y45T49,NUM,4
BEL,2016,SUICMENT,F,Y50T54,NUM,6
BEL,2016,SUICMENT,F,Y55T59,NUM,6
BEL,2016,SUICMENT,F,Y60T64,NUM,2
BEL,2016,SUICMENT,F,Y70T74,NUM,1
BEL,2016,SUICMENT,F,Y80T84,NUM,1
BEL,2016,SUICMENT,F,Y_GE85,NUM,1
BEL,2017,SUICMENT,M,Y15T19,NUM,4
BEL,2017,SUICMENT,M,Y20T24,NUM,1
BEL,2017,SUICMENT,M,Y25T29,NUM,3
BEL,2017,SUICMENT,M,Y30T34,NUM,5
BEL,2017,SUICMENT,M,Y35T39,NUM,2
BEL,2017,SUICMENT,M,Y40T44,NUM,2
BEL,2017,SUICMENT,M,Y45T49,NUM,3
BEL,2017,SUICMENT,M,Y50T54,NUM,1
BEL,2017,SUICMENT,M,Y55T59,NUM,4
BEL,2017,SUICMENT,M,Y60T64,NUM,2
BEL,2017,SUICMENT,M,Y65T69,NUM,2
BEL,2017,SUICMENT,M,Y75T79,NUM,1
BEL,2017,SUICMENT,F,Y15T19,NUM,2
BEL,2017,SUICMENT,F,Y20T24,NUM,3
BEL,2017,SUICMENT,F,Y25T29,NUM,1
BEL,2017,SUICMENT,F,Y30T34,NUM,8
BEL,2017,SUICMENT,F,Y35T39,NUM,4
BEL,2017,SUICMENT,F,Y40T44,NUM,1
BEL,2017,SUICMENT,F,Y45T49,NUM,2
BEL,2017,SUICMENT,F,Y50T54,NUM,3
BEL,2017,SUICMENT,F,Y55T59,NUM,4
BEL,2017,SUICMENT,F,Y60T64,NUM,2
BEL,2017,SUICMENT,F,Y65T69,NUM,3
BEL,2017,SUICMENT,F,Y70T74,NUM,1
BEL,2018,SUICMENT,M,Y20T24,NUM,1
BEL,2018,SUICMENT,M,Y25T29,NUM,3
BEL,2018,SUICMENT,M,Y30T34,NUM,1
BEL,2018,SUICMENT,M,Y35T39,NUM,2
BEL,2018,SUICMENT,M,Y40T44,NUM,2
BEL,2018,SUICMENT,M,Y45T49,NUM,3
BEL,2018,SUICMENT,M,Y50T54,NUM,8
BEL,2018,SUICMENT,M,Y55T59,NUM,3
BEL,2018,SUICMENT,M,Y60T64,NUM,3
BEL,2018,SUICMENT,M,Y65T69,NUM,1
BEL,2018,SUICMENT,M,Y70T74,NUM,1
BEL,2018,SUICMENT,M,Y80T84,NUM,1
BEL,2018,SUICMENT,F,Y35T39,NUM,2
BEL,2018,SUICMENT,F,Y40T44,NUM,2
BEL,2018,SUICMENT,F,Y45T49,NUM,3
BEL,2018,SUICMENT,F,Y50T54,NUM,7
BEL,2018,SUICMENT,F,Y55T59,NUM,2
BEL,2018,SUICMENT,F,Y60T64,NUM,2
BEL,2018,SUICMENT,F,Y65T69,NUM,2
BEL,2018,SUICMENT,F,Y70T74,NUM,5
BEL,2018,SUICMENT,F,Y75T79,NUM,1
BEL,2019,SUICMENT,M,Y20T24,NUM,5
BEL,2019,SUICMENT,M,Y25T29,NUM,2
BEL,2019,SUICMENT,M,Y30T34,NUM,1
BEL,2019,SUICMENT,M,Y35T39,NUM,3
BEL,2019,SUICMENT,M,Y40T44,NUM,4
BEL,2019,SUICMENT,M,Y45T49,NUM,2
BEL,2019,SUICMENT,M,Y50T54,NUM,4
BEL,2019,SUICMENT,M,Y55T59,NUM,6
BEL,2019,SUICMENT,M,Y60T64,NUM,1
BEL,2019,SUICMENT,M,Y65T69,NUM,4
BEL,2019,SUICMENT,M,Y70T74,NUM,1
BEL,2019,SUICMENT,F,Y15T19,NUM,3
BEL,2019,SUICMENT,F,Y20T24,NUM,2
BEL,2019,SUICMENT,F,Y30T34,NUM,1
BEL,2019,SUICMENT,F,Y35T39,NUM,2
BEL,2019,SUICMENT,F,Y45T49,NUM,3
BEL,2019,SUICMENT,F,Y55T59,NUM,4
BEL,2019,SUICMENT,F,Y65T69,NUM,1
BEL,2019,SUICMENT,F,Y70T74,NUM,1
BEL,2021,SUICMENT,M,Y15T19,NUM,2
BEL,2021,SUICMENT,M,Y20T24,NUM,1
BEL,2021,SUICMENT,M,Y25T29,NUM,1
BEL,2021,SUICMENT,M,Y35T39,NUM,6
BEL,2021,SUICMENT,M,Y40T44,NUM,5
BEL,2021,SUICMENT,M,Y45T49,NUM,1
BEL,2021,SUICMENT,M,Y50T54,NUM,4
BEL,2021,SUICMENT,M,Y55T59,NUM,3
BEL,2021,SUICMENT,M,Y60T64,NUM,2
