REF-AREA,TIME_PERIOD,MEASURE,SEX,AGE,UNIT,OBS_VALUE,AGE
AUS,2020,MPCBEXPL,T,Y16T24,CRUDE_RATE_CPAT,70.7,YY1TT2
AUS,2020,MPCBEXPL,T,Y25T44,CRUDE_RATE_CPAT,63.1,YY2TT4
AUS,2020,MPCBEXPL,T,Y45T64,CRUDE_RATE_CPAT,64.2,YY4TT6
AUS,2020,MPCBEXPL,T,Y_GE65,CRUDE_RATE_CPAT,70.9,YY_TE6
AUS,2020,MPCBEXPL,T,Total_16,CRUDE_RATE_CPAT,64.8,YToTal
AUS,2021,MPCBEXPL,M,Y16T24,CRUDE_RATE_CPAT,71,YY1TT2
AUS,2021,MPCBEXPL,M,Y25T44,CRUDE_RATE_CPAT,66.3,YY2TT4
AUS,2021,MPCBEXPL,M,Y45T64,CRUDE_RATE_CPAT,64.1,YY4TT6
AUS,2021,MPCBEXPL,M,Y_GE65,CRUDE_RATE_CPAT,70.1,YY_TE6
AUS,2021,MPCBEXPL,M,Total_16,CRUDE_RATE_CPAT,66.9,YToTal
AUS,2021,MPCBEXPL,F,Y16T24,CRUDE_RATE_CPAT,68,YY1TT2
AUS,2021,MPCBEXPL,F,Y25T44,CRUDE_RATE_CPAT,70.6,YY2TT4
AUS,2021,MPCBEXPL,F,Y45T64,CRUDE_RATE_CPAT,66.3,YY4TT6
AUS,2021,MPCBEXPL,F,Y_GE65,CRUDE_RATE_CPAT,70.1,YY_TE6
AUS,2021,MPCBEXPL,F,Total_16,CRUDE_RATE_CPAT,68.4,YToTal
AUS,2021,MPCBEXPL,T,Y16T24,CRUDE_RATE_CPAT,68.5,YY1TT2
AUS,2021,MPCBEXPL,T,Y25T44,CRUDE_RATE_CPAT,68.1,YY2TT4
AUS,2021,MPCBEXPL,T,Y45T64,CRUDE_RATE_CPAT,65.1,YY4TT6
AUS,2021,MPCBEXPL,T,Y_GE65,CRUDE_RATE_CPAT,69.9,YY_TE6
AUS,2021,MPCBEXPL,T,Total_16,CRUDE_RATE_CPAT,65.7,YToTal
AUS,2017,MPIPINVO,M,Y16T24,CRUDE_RATE_CPAT,72,YY1TT2
AUS,2017,MPIPINVO,M,Y25T44,CRUDE_RATE_CPAT,71.4,YY2TT4
AUS,2017,MPIPINVO,M,Y45T64,CRUDE_RATE_CPAT,74.6,YY4TT6
AUS,2017,MPIPINVO,M,Y_GE65,CRUDE_RATE_CPAT,79,YY_TE6
AUS,2017,MPIPINVO,M,Total_16,CRUDE_RATE_CPAT,72.6,YToTal
AUS,2017,MPIPINVO,F,Y16T24,CRUDE_RATE_CPAT,69,YY1TT2
AUS,2017,MPIPINVO,F,Y25T44,CRUDE_RATE_CPAT,69.9,YY2TT4
AUS,2017,MPIPINVO,F,Y45T64,CRUDE_RATE_CPAT,72.4,YY4TT6
AUS,2017,MPIPINVO,F,Y_GE65,CRUDE_RATE_CPAT,81.7,YY_TE6
AUS,2017,MPIPINVO,F,Total_16,CRUDE_RATE_CPAT,71.2,YToTal
AUS,2017,MPIPINVO,T,Y16T24,CRUDE_RATE_CPAT,69.9,YY1TT2
AUS,2017,MPIPINVO,T,Y25T44,CRUDE_RATE_CPAT,70.6,YY2TT4
AUS,2017,MPIPINVO,T,Y45T64,CRUDE_RATE_CPAT,73.5,YY4TT6
AUS,2017,MPIPINVO,T,Y_GE65,CRUDE_RATE_CPAT,80.1,YY_TE6
AUS,2017,MPIPINVO,T,Total_16,CRUDE_RATE_CPAT,70.7,YToTal
AUS,2018,MPIPINVO,M,Y16T24,CRUDE_RATE_CPAT,75.4,YY1TT2
AUS,2018,MPIPINVO,M,Y25T44,CRUDE_RATE_CPAT,72.7,YY2TT4
AUS,2018,MPIPINVO,M,Y45T64,CRUDE_RATE_CPAT,74.7,YY4TT6
AUS,2018,MPIPINVO,M,Y_GE65,CRUDE_RATE_CPAT,77.8,YY_TE6
AUS,2018,MPIPINVO,M,Total_16,CRUDE_RATE_CPAT,73.8,YToTal
AUS,2018,MPIPINVO,F,Y16T24,CRUDE_RATE_CPAT,68,YY1TT2
AUS,2018,MPIPINVO,F,Y25T44,CRUDE_RATE_CPAT,68.9,YY2TT4
AUS,2018,MPIPINVO,F,Y45T64,CRUDE_RATE_CPAT,72.9,YY4TT6
AUS,2018,MPIPINVO,F,Y_GE65,CRUDE_RATE_CPAT,84,YY_TE6
AUS,2018,MPIPINVO,F,Total_16,CRUDE_RATE_CPAT,70.8,YToTal
AUS,2018,MPIPINVO,T,Y16T24,CRUDE_RATE_CPAT,70.8,YY1TT2
AUS,2018,MPIPINVO,T,Y25T44,CRUDE_RATE_CPAT,70.8,YY2TT4
AUS,2018,MPIPINVO,T,Y45T64,CRUDE_RATE_CPAT,73.7,YY4TT6
AUS,2018,MPIPINVO,T,Y_GE65,CRUDE_RATE_CPAT,81.3,YY_TE6
AUS,2018,MPIPINVO,T,Total_16,CRUDE_RATE_CPAT,70.7,YToTal
AUS,2019,MPIPINVO,M,Y16T24,CRUDE_RATE_CPAT,73.9,YY1TT2
AUS,2019,MPIPINVO,M,Y25T44,CRUDE_RATE_CPAT,74.5,YY2TT4
AUS,2019,MPIPINVO,M,Y45T64,CRUDE_RATE_CPAT,76.3,YY4TT6
AUS,2019,MPIPINVO,M,Y_GE65,CRUDE_RATE_CPAT,80.7,YY_TE6
AUS,2019,MPIPINVO,M,Total_16,CRUDE_RATE_CPAT,75.1,YToTal
AUS,2019,MPIPINVO,F,Y16T24,CRUDE_RATE_CPAT,72.2,YY1TT2
AUS,2019,MPIPINVO,F,Y25T44,CRUDE_RATE_CPAT,70.1,YY2TT4
AUS,2019,MPIPINVO,F,Y45T64,CRUDE_RATE_CPAT,72.9,YY4TT6
AUS,2019,MPIPINVO,F,Y_GE65,CRUDE_RATE_CPAT,77.7,YY_TE6
AUS,2019,MPIPINVO,F,Total_16,CRUDE_RATE_CPAT,71.9,YToTal
AUS,2019,MPIPINVO,T,Y16T24,CRUDE_RATE_CPAT,72.7,YY1TT2
AUS,2019,MPIPINVO,T,Y25T44,CRUDE_RATE_CPAT,72.2,YY2TT4
AUS,2019,MPIPINVO,T,Y45T64,CRUDE_RATE_CPAT,74.4,YY4TT6
AUS,2019,MPIPINVO,T,Y_GE65,CRUDE_RATE_CPAT,78.8,YY_TE6
AUS,2019,MPIPINVO,T,Total_16,CRUDE_RATE_CPAT,71.8,YToTal
AUS,2020,MPIPINVO,M,Y16T24,CRUDE_RATE_CPAT,75.5,YY1TT2
AUS,2020,MPIPINVO,M,Y25T44,CRUDE_RATE_CPAT,74.2,YY2TT4
AUS,2020,MPIPINVO,M,Y45T64,CRUDE_RATE_CPAT,75.5,YY4TT6
AUS,2020,MPIPINVO,M,Y_GE65,CRUDE_RATE_CPAT,78.9,YY_TE6
AUS,2020,MPIPINVO,M,Total_16,CRUDE_RATE_CPAT,75.2,YToTal
AUS,2020,MPIPINVO,F,Y16T24,CRUDE_RATE_CPAT,69.4,YY1TT2
AUS,2020,MPIPINVO,F,Y25T44,CRUDE_RATE_CPAT,71.5,YY2TT4
AUS,2020,MPIPINVO,F,Y45T64,CRUDE_RATE_CPAT,73.9,YY4TT6
AUS,2020,MPIPINVO,F,Y_GE65,CRUDE_RATE_CPAT,81.7,YY_TE6
AUS,2020,MPIPINVO,F,Total_16,CRUDE_RATE_CPAT,72.3,YToTal
AUS,2020,MPIPINVO,T,Y16T24,CRUDE_RATE_CPAT,71.6,YY1TT2
AUS,2020,MPIPINVO,T,Y25T44,CRUDE_RATE_CPAT,72.9,YY2TT4
AUS,2020,MPIPINVO,T,Y45T64,CRUDE_RATE_CPAT,74.6,YY4TT6
AUS,2020,MPIPINVO,T,Y_GE65,CRUDE_RATE_CPAT,80.3,YY_TE6
AUS,2020,MPIPINVO,T,Total_16,CRUDE_RATE_CPAT,72.2,YToTal
AUS,2021,MPIPINVO,M,Y16T24,CRUDE_RATE_CPAT,76.2,YY1TT2
AUS,2021,MPIPINVO,M,Y25T44,CRUDE_RATE_CPAT,73.5,YY2TT4
AUS,2021,MPIPINVO,M,Y45T64,CRUDE_RATE_CPAT,75.2,YY4TT6
AUS,2021,MPIPINVO,M,Y_GE65,CRUDE_RATE_CPAT,79.3,YY_TE6
AUS,2021,MPIPINVO,M,Total_16,CRUDE_RATE_CPAT,74.9,YToTal
AUS,2021,MPIPINVO,F,Y16T24,CRUDE_RATE_CPAT,70.3,YY1TT2
AUS,2021,MPIPINVO,F,Y25T44,CRUDE_RATE_CPAT,70.5,YY2TT4
AUS,2021,MPIPINVO,F,Y45T64,CRUDE_RATE_CPAT,72.9,YY4TT6
AUS,2021,MPIPINVO,F,Y_GE65,CRUDE_RATE_CPAT,78.6,YY_TE6
AUS,2021,MPIPINVO,F,Total_16,CRUDE_RATE_CPAT,71.6,YToTal
AUS,2021,MPIPINVO,T,Y16T24,CRUDE_RATE_CPAT,72.2,YY1TT2
AUS,2021,MPIPINVO,T,Y25T44,CRUDE_RATE_CPAT,71.9,YY2TT4
AUS,2021,MPIPINVO,T,Y45T64,CRUDE_RATE_CPAT,74,YY4TT6
AUS,2021,MPIPINVO,T,Y_GE65,CRUDE_RATE_CPAT,78.8,YY_TE6
AUS,2021,MPIPINVO,T,Total_16,CRUDE_RATE_CPAT,71.4,YToTal
AUS,2017,MPCBINVO,M,Y16T24,CRUDE_RATE_CPAT,86.4,YY1TT2
AUS,2017,MPCBINVO,M,Y25T44,CRUDE_RATE_CPAT,79.2,YY2TT4
AUS,2017,MPCBINVO,M,Y45T64,CRUDE_RATE_CPAT,80,YY4TT6
AUS,2017,MPCBINVO,M,Y_GE65,CRUDE_RATE_CPAT,83.6,YY_TE6
AUS,2017,MPCBINVO,M,Total_16,CRUDE_RATE_CPAT,80.9,YToTal
AUS,2017,MPCBINVO,F,Y16T24,CRUDE_RATE_CPAT,86.7,YY1TT2
AUS,2017,MPCBINVO,F,Y25T44,CRUDE_RATE_CPAT,81.3,YY2TT4
AUS,2017,MPCBINVO,F,Y45T64,CRUDE_RATE_CPAT,82.5,YY4TT6
AUS,2017,MPCBINVO,F,Y_GE65,CRUDE_RATE_CPAT,88.6,YY_TE6
AUS,2017,MPCBINVO,F,Total_16,CRUDE_RATE_CPAT,83.6,YToTal
AUS,2017,MPCBINVO,T,Y16T24,CRUDE_RATE_CPAT,86.3,YY1TT2
AUS,2017,MPCBINVO,T,Y25T44,CRUDE_RATE_CPAT,80.2,YY2TT4
AUS,2017,MPCBINVO,T,Y45T64,CRUDE_RATE_CPAT,81.3,YY4TT6
AUS,2017,MPCBINVO,T,Y_GE65,CRUDE_RATE_CPAT,86.6,YY_TE6
AUS,2017,MPCBINVO,T,Total_16,CRUDE_RATE_CPAT,81.8,YToTal
AUS,2018,MPCBINVO,M,Y16T24,CRUDE_RATE_CPAT,86.4,YY1TT2
AUS,2018,MPCBINVO,M,Y25T44,CRUDE_RATE_CPAT,72.8,YY2TT4
AUS,2018,MPCBINVO,M,Y45T64,CRUDE_RATE_CPAT,78.8,YY4TT6
AUS,2018,MPCBINVO,M,Y_GE65,CRUDE_RATE_CPAT,82.6,YY_TE6
AUS,2018,MPCBINVO,M,Total_16,CRUDE_RATE_CPAT,77.9,YToTal
AUS,2018,MPCBINVO,F,Y16T24,CRUDE_RATE_CPAT,86.9,YY1TT2
AUS,2018,MPCBINVO,F,Y25T44,CRUDE_RATE_CPAT,83.4,YY2TT4
AUS,2018,MPCBINVO,F,Y45T64,CRUDE_RATE_CPAT,85.8,YY4TT6
AUS,2018,MPCBINVO,F,Y_GE65,CRUDE_RATE_CPAT,86,YY_TE6
AUS,2018,MPCBINVO,F,Total_16,CRUDE_RATE_CPAT,85.1,YToTal
AUS,2018,MPCBINVO,T,Y16T24,CRUDE_RATE_CPAT,86.4,YY1TT2
AUS,2018,MPCBINVO,T,Y25T44,CRUDE_RATE_CPAT,77.4,YY2TT4
AUS,2018,MPCBINVO,T,Y45T64,CRUDE_RATE_CPAT,82.1,YY4TT6
AUS,2018,MPCBINVO,T,Y_GE65,CRUDE_RATE_CPAT,84.4,YY_TE6
AUS,2018,MPCBINVO,T,Total_16,CRUDE_RATE_CPAT,80.5,YToTal
AUS,2019,MPCBINVO,M,Y16T24,CRUDE_RATE_CPAT,85.3,YY1TT2
AUS,2019,MPCBINVO,M,Y25T44,CRUDE_RATE_CPAT,70.2,YY2TT4
AUS,2019,MPCBINVO,M,Y45T64,CRUDE_RATE_CPAT,75.7,YY4TT6
AUS,2019,MPCBINVO,M,Y_GE65,CRUDE_RATE_CPAT,88.6,YY_TE6
AUS,2019,MPCBINVO,M,Total_16,CRUDE_RATE_CPAT,76.1,YToTal
AUS,2019,MPCBINVO,F,Y16T24,CRUDE_RATE_CPAT,87.5,YY1TT2
AUS,2019,MPCBINVO,F,Y25T44,CRUDE_RATE_CPAT,82.6,YY2TT4
AUS,2019,MPCBINVO,F,Y45T64,CRUDE_RATE_CPAT,83.1,YY4TT6
AUS,2019,MPCBINVO,F,Y_GE65,CRUDE_RATE_CPAT,88.4,YY_TE6
AUS,2019,MPCBINVO,F,Total_16,CRUDE_RATE_CPAT,84.7,YToTal
AUS,2019,MPCBINVO,T,Y16T24,CRUDE_RATE_CPAT,86.5,YY1TT2
AUS,2019,MPCBINVO,T,Y25T44,CRUDE_RATE_CPAT,75.5,YY2TT4
AUS,2019,MPCBINVO,T,Y45T64,CRUDE_RATE_CPAT,79.4,YY4TT6
AUS,2019,MPCBINVO,T,Y_GE65,CRUDE_RATE_CPAT,88.3,YY_TE6
AUS,2019,MPCBINVO,T,Total_16,CRUDE_RATE_CPAT,79.5,YToTal
AUS,2020,MPCBINVO,M,Y16T24,CRUDE_RATE_CPAT,88,YY1TT2
AUS,2020,MPCBINVO,M,Y25T44,CRUDE_RATE_CPAT,74.5,YY2TT4
AUS,2020,MPCBINVO,M,Y45T64,CRUDE_RATE_CPAT,80.2,YY4TT6
AUS,2020,MPCBINVO,M,Y_GE65,CRUDE_RATE_CPAT,88.3,YY_TE6
AUS,2020,MPCBINVO,M,Total_16,CRUDE_RATE_CPAT,80.6,YToTal
AUS,2020,MPCBINVO,F,Y16T24,CRUDE_RATE_CPAT,86.8,YY1TT2
AUS,2020,MPCBINVO,F,Y25T44,CRUDE_RATE_CPAT,83.7,YY2TT4
AUS,2020,MPCBINVO,F,Y45T64,CRUDE_RATE_CPAT,82.8,YY4TT6
AUS,2020,MPCBINVO,F,Y_GE65,CRUDE_RATE_CPAT,89.4,YY_TE6
AUS,2020,MPCBINVO,F,Total_16,CRUDE_RATE_CPAT,85.3,YToTal
AUS,2020,MPCBINVO,T,Y16T24,CRUDE_RATE_CPAT,86.8,YY1TT2
AUS,2020,MPCBINVO,T,Y25T44,CRUDE_RATE_CPAT,78.7,YY2TT4
AUS,2020,MPCBINVO,T,Y45T64,CRUDE_RATE_CPAT,81.3,YY4TT6
AUS,2020,MPCBINVO,T,Y_GE65,CRUDE_RATE_CPAT,88.6,YY_TE6
AUS,2020,MPCBINVO,T,Total_16,CRUDE_RATE_CPAT,82.1,YToTal
AUS,2021,MPCBINVO,M,Y16T24,CRUDE_RATE_CPAT,86.5,YY1TT2
AUS,2021,MPCBINVO,M,Y25T44,CRUDE_RATE_CPAT,79.2,YY2TT4
AUS,2021,MPCBINVO,M,Y45T64,CRUDE_RATE_CPAT,81.5,YY4TT6
AUS,2021,MPCBINVO,M,Y_GE65,CRUDE_RATE_CPAT,88,YY_TE6
AUS,2021,MPCBINVO,M,Total_16,CRUDE_RATE_CPAT,82.3,YToTal
AUS,2021,MPCBINVO,F,Y16T24,CRUDE_RATE_CPAT,84.7,YY1TT2
AUS,2021,MPCBINVO,F,Y25T44,CRUDE_RATE_CPAT,83.9,YY2TT4
AUS,2021,MPCBINVO,F,Y45T64,CRUDE_RATE_CPAT,81.8,YY4TT6
AUS,2021,MPCBINVO,F,Y_GE65,CRUDE_RATE_CPAT,87.1,YY_TE6
AUS,2021,MPCBINVO,F,Total_16,CRUDE_RATE_CPAT,83.8,YToTal
AUS,2021,MPCBINVO,T,Y16T24,CRUDE_RATE_CPAT,84.9,YY1TT2
AUS,2021,MPCBINVO,T,Y25T44,CRUDE_RATE_CPAT,81.2,YY2TT4
AUS,2021,MPCBINVO,T,Y45T64,CRUDE_RATE_CPAT,81.5,YY4TT6
AUS,2021,MPCBINVO,T,Y_GE65,CRUDE_RATE_CPAT,87.2,YY_TE6
AUS,2021,MPCBINVO,T,Total_16,CRUDE_RATE_CPAT,81.7,YToTal
CAN,2017,MPIPRESP,M,Y16T24,CRUDE_RATE_CPAT,93.5483871,YY1TT2
CAN,2017,MPIPRESP,M,Y25T44,CRUDE_RATE_CPAT,88.42592593,YY2TT4
CAN,2017,MPIPRESP,M,Y45T64,CRUDE_RATE_CPAT,94.53125,YY4TT6
CAN,2017,MPIPRESP,M,Y_GE65,CRUDE_RATE_CPAT,95.45454545,YY_TE6
CAN,2017,MPIPRESP,M,Total_16,CRUDE_RATE_CPAT,91.35514019,YToTal
CAN,2017,MPIPRESP,F,Y16T24,CRUDE_RATE_CPAT,83.01886792,YY1TT2
CAN,2017,MPIPRESP,F,Y25T44,CRUDE_RATE_CPAT,93.10344828,YY2TT4
CAN,2017,MPIPRESP,F,Y45T64,CRUDE_RATE_CPAT,91.83673469,YY4TT6
CAN,2017,MPIPRESP,F,Y_GE65,CRUDE_RATE_CPAT,81.81818182,YY_TE6
CAN,2017,MPIPRESP,F,Total_16,CRUDE_RATE_CPAT,90.28776978,YToTal
CAN,2017,MPIPRESP,T,Y16T24,CRUDE_RATE_CPAT,88.69565217,YY1TT2
CAN,2017,MPIPRESP,T,Y25T44,CRUDE_RATE_CPAT,90.06024096,YY2TT4
CAN,2017,MPIPRESP,T,Y45T64,CRUDE_RATE_CPAT,93.36283186,YY4TT6
CAN,2017,MPIPRESP,T,Y_GE65,CRUDE_RATE_CPAT,90.90909091,YY_TE6
CAN,2017,MPIPRESP,T,Total_16,CRUDE_RATE_CPAT,90.93484419,YToTal
CAN,2018,MPIPRESP,M,Y16T24,CRUDE_RATE_CPAT,85.50724638,YY1TT2
CAN,2018,MPIPRESP,M,Y25T44,CRUDE_RATE_CPAT,87.93969849,YY2TT4
CAN,2018,MPIPRESP,M,Y45T64,CRUDE_RATE_CPAT,93.7007874,YY4TT6
CAN,2018,MPIPRESP,M,Y_GE65,CRUDE_RATE_CPAT,94.11764706,YY_TE6
CAN,2018,MPIPRESP,M,Total_16,CRUDE_RATE_CPAT,89.5631068,YToTal
CAN,2018,MPIPRESP,F,Y16T24,CRUDE_RATE_CPAT,89.77272727,YY1TT2
CAN,2018,MPIPRESP,F,Y25T44,CRUDE_RATE_CPAT,95.59748428,YY2TT4
CAN,2018,MPIPRESP,F,Y45T64,CRUDE_RATE_CPAT,93.27731092,YY4TT6
CAN,2018,MPIPRESP,F,Y_GE65,CRUDE_RATE_CPAT,92.59259259,YY_TE6
CAN,2018,MPIPRESP,F,Total_16,CRUDE_RATE_CPAT,93.38422392,YToTal
CAN,2018,MPIPRESP,T,Y16T24,CRUDE_RATE_CPAT,87.89808917,YY1TT2
CAN,2018,MPIPRESP,T,Y25T44,CRUDE_RATE_CPAT,91.34078212,YY2TT4
CAN,2018,MPIPRESP,T,Y45T64,CRUDE_RATE_CPAT,93.49593496,YY4TT6
CAN,2018,MPIPRESP,T,Y_GE65,CRUDE_RATE_CPAT,93.18181818,YY_TE6
CAN,2018,MPIPRESP,T,Total_16,CRUDE_RATE_CPAT,91.42857143,YToTal
CAN,2019,MPIPRESP,M,Y16T24,CRUDE_RATE_CPAT,89.87341772,YY1TT2
CAN,2019,MPIPRESP,M,Y25T44,CRUDE_RATE_CPAT,89.70099668,YY2TT4
CAN,2019,MPIPRESP,M,Y45T64,CRUDE_RATE_CPAT,89.33333333,YY4TT6
CAN,2019,MPIPRESP,M,Y_GE65,CRUDE_RATE_CPAT,82.85714286,YY_TE6
CAN,2019,MPIPRESP,M,Total_16,CRUDE_RATE_CPAT,89.20353982,YToTal
CAN,2019,MPIPRESP,F,Y16T24,CRUDE_RATE_CPAT,80.8,YY1TT2
CAN,2019,MPIPRESP,F,Y25T44,CRUDE_RATE_CPAT,87.78280543,YY2TT4
CAN,2019,MPIPRESP,F,Y45T64,CRUDE_RATE_CPAT,84.96240602,YY4TT6
CAN,2019,MPIPRESP,F,Y_GE65,CRUDE_RATE_CPAT,81.25,YY_TE6
CAN,2019,MPIPRESP,F,Total_16,CRUDE_RATE_CPAT,84.81973435,YToTal
CAN,2019,MPIPRESP,T,Y16T24,CRUDE_RATE_CPAT,84.31372549,YY1TT2
CAN,2019,MPIPRESP,T,Y25T44,CRUDE_RATE_CPAT,88.88888889,YY2TT4
CAN,2019,MPIPRESP,T,Y45T64,CRUDE_RATE_CPAT,87.27915194,YY4TT6
CAN,2019,MPIPRESP,T,Y_GE65,CRUDE_RATE_CPAT,81.92771084,YY_TE6
CAN,2019,MPIPRESP,T,Total_16,CRUDE_RATE_CPAT,87.08791209,YToTal
CAN,2020,MPIPRESP,M,Y16T24,CRUDE_RATE_CPAT,84.70588235,YY1TT2
CAN,2020,MPIPRESP,M,Y25T44,CRUDE_RATE_CPAT,86.40483384,YY2TT4
CAN,2020,MPIPRESP,M,Y45T64,CRUDE_RATE_CPAT,91.66666667,YY4TT6
CAN,2020,MPIPRESP,M,Y_GE65,CRUDE_RATE_CPAT,92.85714286,YY_TE6
CAN,2020,MPIPRESP,M,Total_16,CRUDE_RATE_CPAT,87.91390728,YToTal
CAN,2020,MPIPRESP,F,Y16T24,CRUDE_RATE_CPAT,75.94936709,YY1TT2
CAN,2020,MPIPRESP,F,Y25T44,CRUDE_RATE_CPAT,87.28323699,YY2TT4
CAN,2020,MPIPRESP,F,Y45T64,CRUDE_RATE_CPAT,88,YY4TT6
CAN,2020,MPIPRESP,F,Y_GE65,CRUDE_RATE_CPAT,93.61702128,YY_TE6
CAN,2020,MPIPRESP,F,Total_16,CRUDE_RATE_CPAT,85.96491228,YToTal
CAN,2020,MPIPRESP,T,Y16T24,CRUDE_RATE_CPAT,80.48780488,YY1TT2
CAN,2020,MPIPRESP,T,Y25T44,CRUDE_RATE_CPAT,86.70634921,YY2TT4
CAN,2020,MPIPRESP,T,Y45T64,CRUDE_RATE_CPAT,90.0862069,YY4TT6
CAN,2020,MPIPRESP,T,Y_GE65,CRUDE_RATE_CPAT,93.2038835,YY_TE6
CAN,2020,MPIPRESP,T,Total_16,CRUDE_RATE_CPAT,87.13858425,YToTal
CAN,2021,MPIPRESP,M,Y16T24,CRUDE_RATE_CPAT,86.07594937,YY1TT2
CAN,2021,MPIPRESP,M,Y25T44,CRUDE_RATE_CPAT,85.1744186,YY2TT4
CAN,2021,MPIPRESP,M,Y45T64,CRUDE_RATE_CPAT,91.30434783,YY4TT6
CAN,2021,MPIPRESP,M,Y_GE65,CRUDE_RATE_CPAT,82.69230769,YY_TE6
CAN,2021,MPIPRESP,M,Total_16,CRUDE_RATE_CPAT,86.79817906,YToTal
CAN,2021,MPIPRESP,F,Y16T24,CRUDE_RATE_CPAT,91.89189189,YY1TT2
CAN,2021,MPIPRESP,F,Y25T44,CRUDE_RATE_CPAT,84.55882353,YY2TT4
CAN,2021,MPIPRESP,F,Y45T64,CRUDE_RATE_CPAT,87.25490196,YY4TT6
CAN,2021,MPIPRESP,F,Y_GE65,CRUDE_RATE_CPAT,90.90909091,YY_TE6
CAN,2021,MPIPRESP,F,Total_16,CRUDE_RATE_CPAT,87.64044944,YToTal
CAN,2021,MPIPRESP,T,Y16T24,CRUDE_RATE_CPAT,88.88888889,YY1TT2
CAN,2021,MPIPRESP,T,Y25T44,CRUDE_RATE_CPAT,85,YY2TT4
CAN,2021,MPIPRESP,T,Y45T64,CRUDE_RATE_CPAT,89.86013986,YY4TT6
CAN,2021,MPIPRESP,T,Y_GE65,CRUDE_RATE_CPAT,86.45833333,YY_TE6
CAN,2021,MPIPRESP,T,Total_16,CRUDE_RATE_CPAT,87.09359606,YToTal
CAN,2022,MPIPRESP,M,Y16T24,CRUDE_RATE_CPAT,82.69230769,YY1TT2
CAN,2022,MPIPRESP,M,Y25T44,CRUDE_RATE_CPAT,91.30434783,YY2TT4
CAN,2022,MPIPRESP,M,Y45T64,CRUDE_RATE_CPAT,89.50276243,YY4TT6
CAN,2022,MPIPRESP,M,Y_GE65,CRUDE_RATE_CPAT,91.66666667,YY_TE6
CAN,2022,MPIPRESP,M,Total_16,CRUDE_RATE_CPAT,89.90825688,YToTal
CAN,2022,MPIPRESP,F,Y16T24,CRUDE_RATE_CPAT,87.3015873,YY1TT2
CAN,2022,MPIPRESP,F,Y25T44,CRUDE_RATE_CPAT,89.18918919,YY2TT4
CAN,2022,MPIPRESP,F,Y45T64,CRUDE_RATE_CPAT,93.22033898,YY4TT6
CAN,2022,MPIPRESP,F,Y_GE65,CRUDE_RATE_CPAT,90.625,YY_TE6
CAN,2022,MPIPRESP,F,Total_16,CRUDE_RATE_CPAT,90.43209877,YToTal
CAN,2022,MPIPRESP,T,Y16T24,CRUDE_RATE_CPAT,85.2173913,YY1TT2
CAN,2022,MPIPRESP,T,Y25T44,CRUDE_RATE_CPAT,90.69767442,YY2TT4
CAN,2022,MPIPRESP,T,Y45T64,CRUDE_RATE_CPAT,90.96989967,YY4TT6
CAN,2022,MPIPRESP,T,Y_GE65,CRUDE_RATE_CPAT,91.17647059,YY_TE6
CAN,2022,MPIPRESP,T,Total_16,CRUDE_RATE_CPAT,90.10356732,YToTal
CAN,2017,MPCBRESP,M,Y16T24,CRUDE_RATE_CPAT,97.22222222,YY1TT2
CAN,2017,MPCBRESP,M,Y25T44,CRUDE_RATE_CPAT,92.83819629,YY2TT4
CAN,2017,MPCBRESP,M,Y45T64,CRUDE_RATE_CPAT,95.94594595,YY4TT6
CAN,2017,MPCBRESP,M,Y_GE65,CRUDE_RATE_CPAT,93.25842697,YY_TE6
CAN,2017,MPCBRESP,M,Total_16,CRUDE_RATE_CPAT,94.60285132,YToTal
CAN,2017,MPCBRESP,F,Y16T24,CRUDE_RATE_CPAT,94.76744186,YY1TT2
CAN,2017,MPCBRESP,F,Y25T44,CRUDE_RATE_CPAT,96.4673913,YY2TT4
CAN,2017,MPCBRESP,F,Y45T64,CRUDE_RATE_CPAT,95.02164502,YY4TT6
CAN,2017,MPCBRESP,F,Y_GE65,CRUDE_RATE_CPAT,93.33333333,YY_TE6
CAN,2017,MPCBRESP,F,Total_16,CRUDE_RATE_CPAT,95.27629234,YToTal
CAN,2017,MPCBRESP,T,Y16T24,CRUDE_RATE_CPAT,95.49180328,YY1TT2
CAN,2017,MPCBRESP,T,Y25T44,CRUDE_RATE_CPAT,94.63087248,YY2TT4
CAN,2017,MPCBRESP,T,Y45T64,CRUDE_RATE_CPAT,95.47461369,YY4TT6
CAN,2017,MPCBRESP,T,Y_GE65,CRUDE_RATE_CPAT,93.30143541,YY_TE6
CAN,2017,MPCBRESP,T,Total_16,CRUDE_RATE_CPAT,94.96197719,YToTal
CAN,2018,MPCBRESP,M,Y16T24,CRUDE_RATE_CPAT,92.85714286,YY1TT2
CAN,2018,MPCBRESP,M,Y25T44,CRUDE_RATE_CPAT,93.67346939,YY2TT4
CAN,2018,MPCBRESP,M,Y45T64,CRUDE_RATE_CPAT,93.65079365,YY4TT6
CAN,2018,MPCBRESP,M,Y_GE65,CRUDE_RATE_CPAT,90.29126214,YY_TE6
CAN,2018,MPCBRESP,M,Total_16,CRUDE_RATE_CPAT,93.25657895,YToTal
CAN,2018,MPCBRESP,F,Y16T24,CRUDE_RATE_CPAT,96.79715302,YY1TT2
CAN,2018,MPCBRESP,F,Y25T44,CRUDE_RATE_CPAT,96.53179191,YY2TT4
