REF-AREA,TIME_PERIOD,MEASURE,SEX,AGE,UNIT,OBS_VALUE,AGE
CAN,2018,MPCBRESP,F,Y45T64,CRUDE_RATE_CPAT,95.87628866,YY4TT6
CAN,2018,MPCBRESP,F,Y_GE65,CRUDE_RATE_CPAT,95.1048951,YY_TE6
CAN,2018,MPCBRESP,F,Total_16,CRUDE_RATE_CPAT,96.19672131,YToTal
CAN,2018,MPCBRESP,T,Y16T24,CRUDE_RATE_CPAT,95.24838013,YY1TT2
CAN,2018,MPCBRESP,T,Y25T44,CRUDE_RATE_CPAT,95.14370664,YY2TT4
CAN,2018,MPCBRESP,T,Y45T64,CRUDE_RATE_CPAT,94.91691105,YY4TT6
CAN,2018,MPCBRESP,T,Y_GE65,CRUDE_RATE_CPAT,93.08943089,YY_TE6
CAN,2018,MPCBRESP,T,Total_16,CRUDE_RATE_CPAT,94.89237505,YToTal
CAN,2019,MPCBRESP,M,Y16T24,CRUDE_RATE_CPAT,88.80866426,YY1TT2
CAN,2019,MPCBRESP,M,Y25T44,CRUDE_RATE_CPAT,91.84466019,YY2TT4
CAN,2019,MPCBRESP,M,Y45T64,CRUDE_RATE_CPAT,94.01709402,YY4TT6
CAN,2019,MPCBRESP,M,Y_GE65,CRUDE_RATE_CPAT,88.88888889,YY_TE6
CAN,2019,MPCBRESP,M,Total_16,CRUDE_RATE_CPAT,91.66666667,YToTal
CAN,2019,MPCBRESP,F,Y16T24,CRUDE_RATE_CPAT,90.10989011,YY1TT2
CAN,2019,MPCBRESP,F,Y25T44,CRUDE_RATE_CPAT,97.68115942,YY2TT4
CAN,2019,MPCBRESP,F,Y45T64,CRUDE_RATE_CPAT,95.94405594,YY4TT6
CAN,2019,MPCBRESP,F,Y_GE65,CRUDE_RATE_CPAT,90.45454545,YY_TE6
CAN,2019,MPCBRESP,F,Total_16,CRUDE_RATE_CPAT,94.66346154,YToTal
CAN,2019,MPCBRESP,T,Y16T24,CRUDE_RATE_CPAT,89.61748634,YY1TT2
CAN,2019,MPCBRESP,T,Y25T44,CRUDE_RATE_CPAT,95.18672199,YY2TT4
CAN,2019,MPCBRESP,T,Y45T64,CRUDE_RATE_CPAT,95.18174134,YY4TT6
CAN,2019,MPCBRESP,T,Y_GE65,CRUDE_RATE_CPAT,89.83516484,YY_TE6
CAN,2019,MPCBRESP,T,Total_16,CRUDE_RATE_CPAT,93.45579793,YToTal
CAN,2020,MPCBRESP,M,Y16T24,CRUDE_RATE_CPAT,67.03296703,YY1TT2
CAN,2020,MPCBRESP,M,Y25T44,CRUDE_RATE_CPAT,95,YY2TT4
CAN,2020,MPCBRESP,M,Y45T64,CRUDE_RATE_CPAT,87.80487805,YY4TT6
CAN,2020,MPCBRESP,M,Y_GE65,CRUDE_RATE_CPAT,96.36363636,YY_TE6
CAN,2020,MPCBRESP,M,Total_16,CRUDE_RATE_CPAT,88.88888889,YToTal
CAN,2020,MPCBRESP,F,Y16T24,CRUDE_RATE_CPAT,89.3129771,YY1TT2
CAN,2020,MPCBRESP,F,Y25T44,CRUDE_RATE_CPAT,91.14285714,YY2TT4
CAN,2020,MPCBRESP,F,Y45T64,CRUDE_RATE_CPAT,89.58333333,YY4TT6
CAN,2020,MPCBRESP,F,Y_GE65,CRUDE_RATE_CPAT,93.2038835,YY_TE6
CAN,2020,MPCBRESP,F,Total_16,CRUDE_RATE_CPAT,90.72164948,YToTal
CAN,2020,MPCBRESP,T,Y16T24,CRUDE_RATE_CPAT,80.18018018,YY1TT2
CAN,2020,MPCBRESP,T,Y25T44,CRUDE_RATE_CPAT,92.85714286,YY2TT4
CAN,2020,MPCBRESP,T,Y45T64,CRUDE_RATE_CPAT,88.88888889,YY4TT6
CAN,2020,MPCBRESP,T,Y_GE65,CRUDE_RATE_CPAT,94.30379747,YY_TE6
CAN,2020,MPCBRESP,T,Total_16,CRUDE_RATE_CPAT,89.96226415,YToTal
CAN,2021,MPCBRESP,M,Y16T24,CRUDE_RATE_CPAT,90.4109589,YY1TT2
CAN,2021,MPCBRESP,M,Y25T44,CRUDE_RATE_CPAT,91.66666667,YY2TT4
CAN,2021,MPCBRESP,M,Y45T64,CRUDE_RATE_CPAT,91.58415842,YY4TT6
CAN,2021,MPCBRESP,M,Y_GE65,CRUDE_RATE_CPAT,95.50561798,YY_TE6
CAN,2021,MPCBRESP,M,Total_16,CRUDE_RATE_CPAT,92.04545455,YToTal
CAN,2021,MPCBRESP,F,Y16T24,CRUDE_RATE_CPAT,88.60103627,YY1TT2
CAN,2021,MPCBRESP,F,Y25T44,CRUDE_RATE_CPAT,96.86520376,YY2TT4
CAN,2021,MPCBRESP,F,Y45T64,CRUDE_RATE_CPAT,90.49180328,YY4TT6
CAN,2021,MPCBRESP,F,Y_GE65,CRUDE_RATE_CPAT,94.40993789,YY_TE6
CAN,2021,MPCBRESP,F,Total_16,CRUDE_RATE_CPAT,92.84253579,YToTal
CAN,2021,MPCBRESP,T,Y16T24,CRUDE_RATE_CPAT,89.09774436,YY1TT2
CAN,2021,MPCBRESP,T,Y25T44,CRUDE_RATE_CPAT,94.5709282,YY2TT4
CAN,2021,MPCBRESP,T,Y45T64,CRUDE_RATE_CPAT,90.9270217,YY4TT6
CAN,2021,MPCBRESP,T,Y_GE65,CRUDE_RATE_CPAT,94.8,YY_TE6
CAN,2021,MPCBRESP,T,Total_16,CRUDE_RATE_CPAT,92.53450439,YToTal
CAN,2022,MPCBRESP,M,Y16T24,CRUDE_RATE_CPAT,93.10344828,YY1TT2
CAN,2022,MPCBRESP,M,Y25T44,CRUDE_RATE_CPAT,95.88014981,YY2TT4
CAN,2022,MPCBRESP,M,Y45T64,CRUDE_RATE_CPAT,95.91836735,YY4TT6
CAN,2022,MPCBRESP,M,Y_GE65,CRUDE_RATE_CPAT,82.90598291,YY_TE6
CAN,2022,MPCBRESP,M,Total_16,CRUDE_RATE_CPAT,93.75796178,YToTal
CAN,2022,MPCBRESP,F,Y16T24,CRUDE_RATE_CPAT,76.40449438,YY1TT2
CAN,2022,MPCBRESP,F,Y25T44,CRUDE_RATE_CPAT,93.01587302,YY2TT4
CAN,2022,MPCBRESP,F,Y45T64,CRUDE_RATE_CPAT,97.06666667,YY4TT6
CAN,2022,MPCBRESP,F,Y_GE65,CRUDE_RATE_CPAT,93.82022472,YY_TE6
CAN,2022,MPCBRESP,F,Total_16,CRUDE_RATE_CPAT,93.20794148,YToTal
CAN,2022,MPCBRESP,T,Y16T24,CRUDE_RATE_CPAT,82.99319728,YY1TT2
CAN,2022,MPCBRESP,T,Y25T44,CRUDE_RATE_CPAT,94.32989691,YY2TT4
CAN,2022,MPCBRESP,T,Y45T64,CRUDE_RATE_CPAT,96.51810585,YY4TT6
CAN,2022,MPCBRESP,T,Y_GE65,CRUDE_RATE_CPAT,89.49152542,YY_TE6
CAN,2022,MPCBRESP,T,Total_16,CRUDE_RATE_CPAT,93.45579793,YToTal
CAN,2017,MPIPEXPL,M,Y16T24,CRUDE_RATE_CPAT,87.09677419,YY1TT2
CAN,2017,MPIPEXPL,M,Y25T44,CRUDE_RATE_CPAT,81.48148148,YY2TT4
CAN,2017,MPIPEXPL,M,Y45T64,CRUDE_RATE_CPAT,82.8125,YY4TT6
CAN,2017,MPIPEXPL,M,Y_GE65,CRUDE_RATE_CPAT,72.72727273,YY_TE6
CAN,2017,MPIPEXPL,M,Total_16,CRUDE_RATE_CPAT,82.24299065,YToTal
CAN,2017,MPIPEXPL,F,Y16T24,CRUDE_RATE_CPAT,81.13207547,YY1TT2
CAN,2017,MPIPEXPL,F,Y25T44,CRUDE_RATE_CPAT,84.48275862,YY2TT4
CAN,2017,MPIPEXPL,F,Y45T64,CRUDE_RATE_CPAT,75.51020408,YY4TT6
CAN,2017,MPIPEXPL,F,Y_GE65,CRUDE_RATE_CPAT,63.63636364,YY_TE6
CAN,2017,MPIPEXPL,F,Total_16,CRUDE_RATE_CPAT,79.85611511,YToTal
CAN,2017,MPIPEXPL,T,Y16T24,CRUDE_RATE_CPAT,84.34782609,YY1TT2
CAN,2017,MPIPEXPL,T,Y25T44,CRUDE_RATE_CPAT,82.53012048,YY2TT4
CAN,2017,MPIPEXPL,T,Y45T64,CRUDE_RATE_CPAT,79.6460177,YY4TT6
CAN,2017,MPIPEXPL,T,Y_GE65,CRUDE_RATE_CPAT,69.6969697,YY_TE6
CAN,2017,MPIPEXPL,T,Total_16,CRUDE_RATE_CPAT,81.30311615,YToTal
CAN,2018,MPIPEXPL,M,Y16T24,CRUDE_RATE_CPAT,86.95652174,YY1TT2
CAN,2018,MPIPEXPL,M,Y25T44,CRUDE_RATE_CPAT,83.91959799,YY2TT4
CAN,2018,MPIPEXPL,M,Y45T64,CRUDE_RATE_CPAT,85.82677165,YY4TT6
CAN,2018,MPIPEXPL,M,Y_GE65,CRUDE_RATE_CPAT,70.58823529,YY_TE6
CAN,2018,MPIPEXPL,M,Total_16,CRUDE_RATE_CPAT,84.46601942,YToTal
CAN,2018,MPIPEXPL,F,Y16T24,CRUDE_RATE_CPAT,84.09090909,YY1TT2
CAN,2018,MPIPEXPL,F,Y25T44,CRUDE_RATE_CPAT,88.05031447,YY2TT4
CAN,2018,MPIPEXPL,F,Y45T64,CRUDE_RATE_CPAT,86.55462185,YY4TT6
CAN,2018,MPIPEXPL,F,Y_GE65,CRUDE_RATE_CPAT,96.2962963,YY_TE6
CAN,2018,MPIPEXPL,F,Total_16,CRUDE_RATE_CPAT,87.27735369,YToTal
CAN,2018,MPIPEXPL,T,Y16T24,CRUDE_RATE_CPAT,85.35031847,YY1TT2
CAN,2018,MPIPEXPL,T,Y25T44,CRUDE_RATE_CPAT,85.75418994,YY2TT4
CAN,2018,MPIPEXPL,T,Y45T64,CRUDE_RATE_CPAT,86.17886179,YY4TT6
CAN,2018,MPIPEXPL,T,Y_GE65,CRUDE_RATE_CPAT,86.36363636,YY_TE6
CAN,2018,MPIPEXPL,T,Total_16,CRUDE_RATE_CPAT,85.83850932,YToTal
CAN,2019,MPIPEXPL,M,Y16T24,CRUDE_RATE_CPAT,87.34177215,YY1TT2
CAN,2019,MPIPEXPL,M,Y25T44,CRUDE_RATE_CPAT,80.73089701,YY2TT4
CAN,2019,MPIPEXPL,M,Y45T64,CRUDE_RATE_CPAT,81.33333333,YY4TT6
CAN,2019,MPIPEXPL,M,Y_GE65,CRUDE_RATE_CPAT,74.28571429,YY_TE6
CAN,2019,MPIPEXPL,M,Total_16,CRUDE_RATE_CPAT,81.4159292,YToTal
CAN,2019,MPIPEXPL,F,Y16T24,CRUDE_RATE_CPAT,72,YY1TT2
CAN,2019,MPIPEXPL,F,Y25T44,CRUDE_RATE_CPAT,80.54298643,YY2TT4
CAN,2019,MPIPEXPL,F,Y45T64,CRUDE_RATE_CPAT,81.95488722,YY4TT6
CAN,2019,MPIPEXPL,F,Y_GE65,CRUDE_RATE_CPAT,64.58333333,YY_TE6
CAN,2019,MPIPEXPL,F,Total_16,CRUDE_RATE_CPAT,77.41935484,YToTal
CAN,2019,MPIPEXPL,T,Y16T24,CRUDE_RATE_CPAT,77.94117647,YY1TT2
CAN,2019,MPIPEXPL,T,Y25T44,CRUDE_RATE_CPAT,80.651341,YY2TT4
CAN,2019,MPIPEXPL,T,Y45T64,CRUDE_RATE_CPAT,81.6254417,YY4TT6
CAN,2019,MPIPEXPL,T,Y_GE65,CRUDE_RATE_CPAT,68.6746988,YY_TE6
CAN,2019,MPIPEXPL,T,Total_16,CRUDE_RATE_CPAT,79.48717949,YToTal
CAN,2020,MPIPEXPL,M,Y16T24,CRUDE_RATE_CPAT,69.41176471,YY1TT2
CAN,2020,MPIPEXPL,M,Y25T44,CRUDE_RATE_CPAT,76.43504532,YY2TT4
CAN,2020,MPIPEXPL,M,Y45T64,CRUDE_RATE_CPAT,80.3030303,YY4TT6
CAN,2020,MPIPEXPL,M,Y_GE65,CRUDE_RATE_CPAT,75,YY_TE6
CAN,2020,MPIPEXPL,M,Total_16,CRUDE_RATE_CPAT,76.1589404,YToTal
CAN,2020,MPIPEXPL,F,Y16T24,CRUDE_RATE_CPAT,68.35443038,YY1TT2
CAN,2020,MPIPEXPL,F,Y25T44,CRUDE_RATE_CPAT,78.61271676,YY2TT4
CAN,2020,MPIPEXPL,F,Y45T64,CRUDE_RATE_CPAT,80,YY4TT6
CAN,2020,MPIPEXPL,F,Y_GE65,CRUDE_RATE_CPAT,65.95744681,YY_TE6
CAN,2020,MPIPEXPL,F,Total_16,CRUDE_RATE_CPAT,75.43859649,YToTal
CAN,2020,MPIPEXPL,T,Y16T24,CRUDE_RATE_CPAT,68.90243902,YY1TT2
CAN,2020,MPIPEXPL,T,Y25T44,CRUDE_RATE_CPAT,77.18253968,YY2TT4
CAN,2020,MPIPEXPL,T,Y45T64,CRUDE_RATE_CPAT,80.17241379,YY4TT6
CAN,2020,MPIPEXPL,T,Y_GE65,CRUDE_RATE_CPAT,70.87378641,YY_TE6
CAN,2020,MPIPEXPL,T,Total_16,CRUDE_RATE_CPAT,75.87238285,YToTal
CAN,2021,MPIPEXPL,M,Y16T24,CRUDE_RATE_CPAT,72.15189873,YY1TT2
CAN,2021,MPIPEXPL,M,Y25T44,CRUDE_RATE_CPAT,79.36046512,YY2TT4
CAN,2021,MPIPEXPL,M,Y45T64,CRUDE_RATE_CPAT,84.7826087,YY4TT6
CAN,2021,MPIPEXPL,M,Y_GE65,CRUDE_RATE_CPAT,63.46153846,YY_TE6
CAN,2021,MPIPEXPL,M,Total_16,CRUDE_RATE_CPAT,78.75569044,YToTal
CAN,2021,MPIPEXPL,F,Y16T24,CRUDE_RATE_CPAT,75.67567568,YY1TT2
CAN,2021,MPIPEXPL,F,Y25T44,CRUDE_RATE_CPAT,83.82352941,YY2TT4
CAN,2021,MPIPEXPL,F,Y45T64,CRUDE_RATE_CPAT,81.37254902,YY4TT6
CAN,2021,MPIPEXPL,F,Y_GE65,CRUDE_RATE_CPAT,84.09090909,YY_TE6
CAN,2021,MPIPEXPL,F,Total_16,CRUDE_RATE_CPAT,81.46067416,YToTal
CAN,2021,MPIPEXPL,T,Y16T24,CRUDE_RATE_CPAT,73.85620915,YY1TT2
CAN,2021,MPIPEXPL,T,Y25T44,CRUDE_RATE_CPAT,80.625,YY2TT4
CAN,2021,MPIPEXPL,T,Y45T64,CRUDE_RATE_CPAT,83.56643357,YY4TT6
CAN,2021,MPIPEXPL,T,Y_GE65,CRUDE_RATE_CPAT,72.91666667,YY_TE6
CAN,2021,MPIPEXPL,T,Total_16,CRUDE_RATE_CPAT,79.7044335,YToTal
CAN,2022,MPIPEXPL,M,Y16T24,CRUDE_RATE_CPAT,90.38461538,YY1TT2
CAN,2022,MPIPEXPL,M,Y25T44,CRUDE_RATE_CPAT,88.04347826,YY2TT4
CAN,2022,MPIPEXPL,M,Y45T64,CRUDE_RATE_CPAT,83.97790055,YY4TT6
CAN,2022,MPIPEXPL,M,Y_GE65,CRUDE_RATE_CPAT,66.66666667,YY_TE6
CAN,2022,MPIPEXPL,M,Total_16,CRUDE_RATE_CPAT,85.50458716,YToTal
CAN,2022,MPIPEXPL,F,Y16T24,CRUDE_RATE_CPAT,74.6031746,YY1TT2
CAN,2022,MPIPEXPL,F,Y25T44,CRUDE_RATE_CPAT,81.98198198,YY2TT4
CAN,2022,MPIPEXPL,F,Y45T64,CRUDE_RATE_CPAT,78.81355932,YY4TT6
CAN,2022,MPIPEXPL,F,Y_GE65,CRUDE_RATE_CPAT,87.5,YY_TE6
CAN,2022,MPIPEXPL,F,Total_16,CRUDE_RATE_CPAT,79.9382716,YToTal
CAN,2022,MPIPEXPL,T,Y16T24,CRUDE_RATE_CPAT,81.73913043,YY1TT2
CAN,2022,MPIPEXPL,T,Y25T44,CRUDE_RATE_CPAT,86.30490956,YY2TT4
CAN,2022,MPIPEXPL,T,Y45T64,CRUDE_RATE_CPAT,81.93979933,YY4TT6
CAN,2022,MPIPEXPL,T,Y_GE65,CRUDE_RATE_CPAT,76.47058824,YY_TE6
CAN,2022,MPIPEXPL,T,Total_16,CRUDE_RATE_CPAT,83.429229,YToTal
CAN,2017,MPCBEXPL,M,Y16T24,CRUDE_RATE_CPAT,91.66666667,YY1TT2
CAN,2017,MPCBEXPL,M,Y25T44,CRUDE_RATE_CPAT,87.79840849,YY2TT4
CAN,2017,MPCBEXPL,M,Y45T64,CRUDE_RATE_CPAT,84.90990991,YY4TT6
CAN,2017,MPCBEXPL,M,Y_GE65,CRUDE_RATE_CPAT,85.39325843,YY_TE6
CAN,2017,MPCBEXPL,M,Total_16,CRUDE_RATE_CPAT,86.55804481,YToTal
CAN,2017,MPCBEXPL,F,Y16T24,CRUDE_RATE_CPAT,89.53488372,YY1TT2
CAN,2017,MPCBEXPL,F,Y25T44,CRUDE_RATE_CPAT,92.11956522,YY2TT4
CAN,2017,MPCBEXPL,F,Y45T64,CRUDE_RATE_CPAT,89.39393939,YY4TT6
CAN,2017,MPCBEXPL,F,Y_GE65,CRUDE_RATE_CPAT,75.83333333,YY_TE6
CAN,2017,MPCBEXPL,F,Total_16,CRUDE_RATE_CPAT,88.85918004,YToTal
CAN,2017,MPCBEXPL,T,Y16T24,CRUDE_RATE_CPAT,90.16393443,YY1TT2
CAN,2017,MPCBEXPL,T,Y25T44,CRUDE_RATE_CPAT,89.93288591,YY2TT4
CAN,2017,MPCBEXPL,T,Y45T64,CRUDE_RATE_CPAT,87.19646799,YY4TT6
CAN,2017,MPCBEXPL,T,Y_GE65,CRUDE_RATE_CPAT,79.90430622,YY_TE6
CAN,2017,MPCBEXPL,T,Total_16,CRUDE_RATE_CPAT,87.7851711,YToTal
CAN,2018,MPCBEXPL,M,Y16T24,CRUDE_RATE_CPAT,84.61538462,YY1TT2
CAN,2018,MPCBEXPL,M,Y25T44,CRUDE_RATE_CPAT,91.83673469,YY2TT4
CAN,2018,MPCBEXPL,M,Y45T64,CRUDE_RATE_CPAT,84.58049887,YY4TT6
CAN,2018,MPCBEXPL,M,Y_GE65,CRUDE_RATE_CPAT,75.72815534,YY_TE6
CAN,2018,MPCBEXPL,M,Total_16,CRUDE_RATE_CPAT,86.75986842,YToTal
CAN,2018,MPCBEXPL,F,Y16T24,CRUDE_RATE_CPAT,91.81494662,YY1TT2
CAN,2018,MPCBEXPL,F,Y25T44,CRUDE_RATE_CPAT,91.71483622,YY2TT4
CAN,2018,MPCBEXPL,F,Y45T64,CRUDE_RATE_CPAT,85.56701031,YY4TT6
CAN,2018,MPCBEXPL,F,Y_GE65,CRUDE_RATE_CPAT,70.62937063,YY_TE6
CAN,2018,MPCBEXPL,F,Total_16,CRUDE_RATE_CPAT,87.40983607,YToTal
CAN,2018,MPCBEXPL,T,Y16T24,CRUDE_RATE_CPAT,88.98488121,YY1TT2
CAN,2018,MPCBEXPL,T,Y25T44,CRUDE_RATE_CPAT,91.7740337,YY2TT4
CAN,2018,MPCBEXPL,T,Y45T64,CRUDE_RATE_CPAT,85.14173998,YY4TT6
CAN,2018,MPCBEXPL,T,Y_GE65,CRUDE_RATE_CPAT,72.76422764,YY_TE6
CAN,2018,MPCBEXPL,T,Total_16,CRUDE_RATE_CPAT,87.12148851,YToTal
CAN,2019,MPCBEXPL,M,Y16T24,CRUDE_RATE_CPAT,84.11552347,YY1TT2
CAN,2019,MPCBEXPL,M,Y25T44,CRUDE_RATE_CPAT,89.90291262,YY2TT4
CAN,2019,MPCBEXPL,M,Y45T64,CRUDE_RATE_CPAT,88.03418803,YY4TT6
CAN,2019,MPCBEXPL,M,Y_GE65,CRUDE_RATE_CPAT,70.83333333,YY_TE6
CAN,2019,MPCBEXPL,M,Total_16,CRUDE_RATE_CPAT,86.18233618,YToTal
CAN,2019,MPCBEXPL,F,Y16T24,CRUDE_RATE_CPAT,89.01098901,YY1TT2
CAN,2019,MPCBEXPL,F,Y25T44,CRUDE_RATE_CPAT,89.27536232,YY2TT4
CAN,2019,MPCBEXPL,F,Y45T64,CRUDE_RATE_CPAT,84.75524476,YY4TT6
CAN,2019,MPCBEXPL,F,Y_GE65,CRUDE_RATE_CPAT,70.90909091,YY_TE6
CAN,2019,MPCBEXPL,F,Total_16,CRUDE_RATE_CPAT,85.72115385,YToTal
CAN,2019,MPCBEXPL,T,Y16T24,CRUDE_RATE_CPAT,87.15846995,YY1TT2
CAN,2019,MPCBEXPL,T,Y25T44,CRUDE_RATE_CPAT,89.54356846,YY2TT4
CAN,2019,MPCBEXPL,T,Y45T64,CRUDE_RATE_CPAT,86.05240913,YY4TT6
CAN,2019,MPCBEXPL,T,Y_GE65,CRUDE_RATE_CPAT,70.87912088,YY_TE6
CAN,2019,MPCBEXPL,T,Total_16,CRUDE_RATE_CPAT,85.90700344,YToTal
CAN,2020,MPCBEXPL,M,Y16T24,CRUDE_RATE_CPAT,71.42857143,YY1TT2
CAN,2020,MPCBEXPL,M,Y25T44,CRUDE_RATE_CPAT,81.07142857,YY2TT4
CAN,2020,MPCBEXPL,M,Y45T64,CRUDE_RATE_CPAT,66.66666667,YY4TT6
CAN,2020,MPCBEXPL,M,Y_GE65,CRUDE_RATE_CPAT,80,YY_TE6
CAN,2020,MPCBEXPL,M,Total_16,CRUDE_RATE_CPAT,76.13843352,YToTal
CAN,2020,MPCBEXPL,F,Y16T24,CRUDE_RATE_CPAT,83.96946565,YY1TT2
CAN,2020,MPCBEXPL,F,Y25T44,CRUDE_RATE_CPAT,82.28571429,YY2TT4
CAN,2020,MPCBEXPL,F,Y45T64,CRUDE_RATE_CPAT,80.72916667,YY4TT6
CAN,2020,MPCBEXPL,F,Y_GE65,CRUDE_RATE_CPAT,68.93203883,YY_TE6
CAN,2020,MPCBEXPL,F,Total_16,CRUDE_RATE_CPAT,80.41237113,YToTal
CAN,2020,MPCBEXPL,T,Y16T24,CRUDE_RATE_CPAT,78.82882883,YY1TT2
CAN,2020,MPCBEXPL,T,Y25T44,CRUDE_RATE_CPAT,81.74603175,YY2TT4
CAN,2020,MPCBEXPL,T,Y45T64,CRUDE_RATE_CPAT,75.23809524,YY4TT6
CAN,2020,MPCBEXPL,T,Y_GE65,CRUDE_RATE_CPAT,72.78481013,YY_TE6
CAN,2020,MPCBEXPL,T,Total_16,CRUDE_RATE_CPAT,78.64150943,YToTal
CAN,2021,MPCBEXPL,M,Y16T24,CRUDE_RATE_CPAT,72.60273973,YY1TT2
CAN,2021,MPCBEXPL,M,Y25T44,CRUDE_RATE_CPAT,84.52380952,YY2TT4
CAN,2021,MPCBEXPL,M,Y45T64,CRUDE_RATE_CPAT,84.15841584,YY4TT6
CAN,2021,MPCBEXPL,M,Y_GE65,CRUDE_RATE_CPAT,80.8988764,YY_TE6
CAN,2021,MPCBEXPL,M,Total_16,CRUDE_RATE_CPAT,82.46753247,YToTal
CAN,2021,MPCBEXPL,F,Y16T24,CRUDE_RATE_CPAT,82.9015544,YY1TT2
CAN,2021,MPCBEXPL,F,Y25T44,CRUDE_RATE_CPAT,81.81818182,YY2TT4
CAN,2021,MPCBEXPL,F,Y45T64,CRUDE_RATE_CPAT,78.36065574,YY4TT6
CAN,2021,MPCBEXPL,F,Y_GE65,CRUDE_RATE_CPAT,78.88198758,YY_TE6
CAN,2021,MPCBEXPL,F,Total_16,CRUDE_RATE_CPAT,80.47034765,YToTal
CAN,2021,MPCBEXPL,T,Y16T24,CRUDE_RATE_CPAT,80.07518797,YY1TT2
CAN,2021,MPCBEXPL,T,Y25T44,CRUDE_RATE_CPAT,83.01225919,YY2TT4
CAN,2021,MPCBEXPL,T,Y45T64,CRUDE_RATE_CPAT,80.67061144,YY4TT6
CAN,2021,MPCBEXPL,T,Y_GE65,CRUDE_RATE_CPAT,79.6,YY_TE6
CAN,2021,MPCBEXPL,T,Total_16,CRUDE_RATE_CPAT,81.24215809,YToTal
CAN,2022,MPCBEXPL,M,Y16T24,CRUDE_RATE_CPAT,82.75862069,YY1TT2
CAN,2022,MPCBEXPL,M,Y25T44,CRUDE_RATE_CPAT,79.7752809,YY2TT4
CAN,2022,MPCBEXPL,M,Y45T64,CRUDE_RATE_CPAT,89.50437318,YY4TT6
CAN,2022,MPCBEXPL,M,Y_GE65,CRUDE_RATE_CPAT,83.76068376,YY_TE6
CAN,2022,MPCBEXPL,M,Total_16,CRUDE_RATE_CPAT,84.84076433,YToTal
CAN,2022,MPCBEXPL,F,Y16T24,CRUDE_RATE_CPAT,87.64044944,YY1TT2
CAN,2022,MPCBEXPL,F,Y25T44,CRUDE_RATE_CPAT,84.76190476,YY2TT4
CAN,2022,MPCBEXPL,F,Y45T64,CRUDE_RATE_CPAT,82.93333333,YY4TT6
CAN,2022,MPCBEXPL,F,Y_GE65,CRUDE_RATE_CPAT,84.83146067,YY_TE6
CAN,2022,MPCBEXPL,F,Total_16,CRUDE_RATE_CPAT,84.32601881,YToTal
CAN,2022,MPCBEXPL,T,Y16T24,CRUDE_RATE_CPAT,85.71428571,YY1TT2
CAN,2022,MPCBEXPL,T,Y25T44,CRUDE_RATE_CPAT,82.4742268,YY2TT4
CAN,2022,MPCBEXPL,T,Y45T64,CRUDE_RATE_CPAT,86.0724234,YY4TT6
CAN,2022,MPCBEXPL,T,Y_GE65,CRUDE_RATE_CPAT,84.40677966,YY_TE6
CAN,2022,MPCBEXPL,T,Total_16,CRUDE_RATE_CPAT,84.55797933,YToTal
CAN,2017,MPIPINVO,M,Y16T24,CRUDE_RATE_CPAT,80.64516129,YY1TT2
CAN,2017,MPIPINVO,M,Y25T44,CRUDE_RATE_CPAT,75.92592593,YY2TT4
CAN,2017,MPIPINVO,M,Y45T64,CRUDE_RATE_CPAT,75.78125,YY4TT6
CAN,2017,MPIPINVO,M,Y_GE65,CRUDE_RATE_CPAT,72.72727273,YY_TE6
CAN,2017,MPIPINVO,M,Total_16,CRUDE_RATE_CPAT,76.40186916,YToTal
CAN,2017,MPIPINVO,F,Y16T24,CRUDE_RATE_CPAT,79.24528302,YY1TT2
CAN,2017,MPIPINVO,F,Y25T44,CRUDE_RATE_CPAT,87.93103448,YY2TT4
CAN,2017,MPIPINVO,F,Y45T64,CRUDE_RATE_CPAT,83.67346939,YY4TT6
CAN,2017,MPIPINVO,F,Y_GE65,CRUDE_RATE_CPAT,81.81818182,YY_TE6
CAN,2017,MPIPINVO,F,Total_16,CRUDE_RATE_CPAT,84.5323741,YToTal
CAN,2017,MPIPINVO,T,Y16T24,CRUDE_RATE_CPAT,80,YY1TT2
CAN,2017,MPIPINVO,T,Y25T44,CRUDE_RATE_CPAT,80.12048193,YY2TT4
CAN,2017,MPIPINVO,T,Y45T64,CRUDE_RATE_CPAT,79.20353982,YY4TT6
CAN,2017,MPIPINVO,T,Y_GE65,CRUDE_RATE_CPAT,75.75757576,YY_TE6
CAN,2017,MPIPINVO,T,Total_16,CRUDE_RATE_CPAT,79.60339943,YToTal
CAN,2018,MPIPINVO,M,Y16T24,CRUDE_RATE_CPAT,84.05797101,YY1TT2
CAN,2018,MPIPINVO,M,Y25T44,CRUDE_RATE_CPAT,84.92462312,YY2TT4
CAN,2018,MPIPINVO,M,Y45T64,CRUDE_RATE_CPAT,88.97637795,YY4TT6
CAN,2018,MPIPINVO,M,Y_GE65,CRUDE_RATE_CPAT,64.70588235,YY_TE6
CAN,2018,MPIPINVO,M,Total_16,CRUDE_RATE_CPAT,85.19417476,YToTal
CAN,2018,MPIPINVO,F,Y16T24,CRUDE_RATE_CPAT,82.95454545,YY1TT2
CAN,2018,MPIPINVO,F,Y25T44,CRUDE_RATE_CPAT,90.56603774,YY2TT4
CAN,2018,MPIPINVO,F,Y45T64,CRUDE_RATE_CPAT,87.39495798,YY4TT6
CAN,2018,MPIPINVO,F,Y_GE65,CRUDE_RATE_CPAT,85.18518519,YY_TE6
